Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
5/01/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,1286.11,credit,Paycheck,TOTAL CHECKING,,
4/30/2015,Electronic,Chase QuickPay Electronic Transfer 4536836961 to RICHARD GEE,445.1,debit,Electronics & Software,TOTAL CHECKING,,
4/30/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA04/29,1.87,debit,Groceries,TOTAL CHECKING,,
4/30/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA04/29,2.71,debit,Groceries,TOTAL CHECKING,,
4/29/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA04/28,1.31,debit,Groceries,TOTAL CHECKING,,
4/28/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA04/27,1.35,debit,Groceries,TOTAL CHECKING,,
4/28/2015,Key Food,KEY FOOD # 1484 BROOKLYN NY194159  04/28,16.39,debit,Groceries,TOTAL CHECKING,,
4/28/2015,Verizon,VERIZON*ONETIMEPAY,37.31,debit,Home Phone,CREDIT CARD,,
4/27/2015,Negril Village,NEGRIL VILLAGE - NY NEW YORK NY04/25,74.73,debit,Restaurants,TOTAL CHECKING,,
4/27/2015,Global Kitchen,52 GLOBAL KITCHEN INC NEW YORK NY            04/24,8.78,debit,Restaurants,TOTAL CHECKING,,
4/27/2015,Century Twenty One,CENTURY TWENTY ONE BROOKLYN NY753431  04/25,49.99,credit,Income,TOTAL CHECKING,,
4/27/2015,Transfer to CREDIT CARD,Payment to Chase card ending in8140,200.0,debit,Credit Card Payment,TOTAL CHECKING,,
4/27/2015,Transfer to CREDIT CARD,Payment to Chase card ending in0411,15.2,debit,Credit Card Payment,TOTAL CHECKING,,
4/26/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,15.2,credit,Credit Card Payment,CREDIT CARD,,
4/26/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,200.0,credit,Credit Card Payment,CREDIT CARD,,
4/22/2015,Century Theaters,CENTURY TWENTY ONE BROOKLYN NY779115  04/22,49.99,debit,Movies & DVDs,TOTAL CHECKING,,
4/21/2015,United Healthcare,UNITED HEALTHCARE PART D,15.2,debit,Financial,CREDIT CARD,,
4/21/2015,Key Food,KEY FOOD # 1484 BROOKLYN NY182078  04/21,27.67,debit,Groceries,TOTAL CHECKING,,
4/21/2015,Rite Aid,RITE AID CORP. BROOKLYN NY530310  04/21,9.79,debit,Pharmacy,TOTAL CHECKING,,
4/21/2015,Club Free Time,CLUBFREETIME.COM,9.0,debit,Printing,CREDIT CARD,,
4/20/2015,ATM Withdrawal,ATM WITHDRAWAL009260  04/18161 DYCKM,100.0,debit,Cash & ATM,TOTAL CHECKING,,
4/20/2015,T J Maxx,T J MAXX #1092,25.02,debit,Shopping,CREDIT CARD,,
4/20/2015,Key Food,KEY FOOD # 1484,16.82,debit,Groceries,CREDIT CARD,,
4/20/2015,Ann Taylor,ANN TAYLOR LOFT #1892,29.99,debit,Clothing,CREDIT CARD,,
4/19/2015,Avanti Markets,AVANTI MARKETS,6.26,debit,Groceries,CREDIT CARD,,
4/17/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,1266.54,credit,Paycheck,TOTAL CHECKING,,
4/16/2015,Sephora,SEPHORA 374,21.78,credit,Clothing,CREDIT CARD,,
4/15/2015,Avanti Markets,AVANTI MARKETS,1.87,debit,Groceries,CREDIT CARD,,
4/15/2015,Bills,BILLS ROCK,25.54,debit,Fast Food,CREDIT CARD,,
4/15/2015,New York State,NEW YORK STATE DMV,77.5,debit,Babysitter & Daycare,CREDIT CARD,,
4/14/2015,Devon & Blakely,DEVON & BLAKELY,4.3,debit,Food & Dining,CREDIT CARD,,
4/14/2015,Devon & Blakely,DEVON & BLAKELY,7.89,debit,Food & Dining,CREDIT CARD,,
4/13/2015,Check 3238,CHECK 3238,164.0,debit,Check,TOTAL CHECKING,,
4/12/2015,Academia Barilla Restaur,ACADEMIA BARILLA RESTAUR,22.21,debit,Restaurants,CREDIT CARD,,
4/12/2015,Alumnae Affairs Barna,"ALUMNAE AFFAIRS, BARNA",25.0,debit,Uncategorized,CREDIT CARD,,
4/12/2015,Club Free Time,CLUBFREETIME.COM,9.0,debit,Printing,CREDIT CARD,,
4/10/2015,Club Free Time,PAYPAL *CLUBFREETIM,19.95,debit,Printing,CREDIT CARD,,
4/10/2015,Avanti Markets,AVANTI MARKETS,1.87,debit,Groceries,CREDIT CARD,,
4/09/2015,Check 3239,CHECK 3239,413.0,debit,Check,TOTAL CHECKING,,
4/08/2015,Verizon,VERIZON*ONETIMEPAY,36.24,debit,Home Phone,CREDIT CARD,,
4/08/2015,Avanti Markets,AVANTI MARKETS,1.87,debit,Groceries,CREDIT CARD,,
4/08/2015,Uber,UBER,8.0,debit,Business Services,CREDIT CARD,,
4/07/2015,Sephora,SEPHORA.COM,55.53,debit,Clothing,CREDIT CARD,,
4/06/2015,Transfer to CHASE COLLEGE,Online Transfer to CHK ...2772 transaction#: 4552056355,300.0,debit,Transfer,CHASE SAVINGS,,
4/06/2015,Counter,COUNTER CHECK,2.0,debit,Uncategorized,TOTAL CHECKING,,
4/06/2015,ATM Withdrawal,ATM WITHDRAWAL000758  04/04221 CANAL,100.0,debit,Cash & ATM,TOTAL CHECKING,,
4/06/2015,Katsu Hama W,KATSU HAMA (W55) NEW YORK NY04/03,17.0,debit,Restaurants,TOTAL CHECKING,,
4/06/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA04/03,2.71,debit,Groceries,TOTAL CHECKING,,
4/06/2015,Transfer to CREDIT CARD,Payment to Chase card ending in8140,225.0,debit,Credit Card Payment,TOTAL CHECKING,,
4/06/2015,Key Food,KEY FOOD # 1484 BROOKLYN NY428876  04/04,14.47,debit,Groceries,TOTAL CHECKING,,
4/06/2015,Silvana,SILVANA NEW YORK NY04/01,10.0,debit,Personal Care,TOTAL CHECKING,,
4/06/2015,Transfer from CHASE SAVINGS,Online Transfer from SAV ...4866transaction#: 4552056355,300.0,credit,Transfer,TOTAL CHECKING,,
4/06/2015,Crisp,CRISP JERSEY CITY NJ04/03,7.48,debit,Uncategorized,TOTAL CHECKING,,
4/06/2015,Nyc Lpep Taxi,NYC LPEP TAXI LONG ISLAND C NY04/02,11.16,debit,Rental Car & Taxi,TOTAL CHECKING,,
4/05/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,225.0,credit,Credit Card Payment,CREDIT CARD,,
4/03/2015,Transfer from CHASE COLLEGE,Online Transfer from CHK ...2772transaction#: 4547932535,800.0,credit,Transfer,CHASE SAVINGS,,
4/03/2015,Interest,INTEREST PAYMENT,0.09,credit,Interest Income,CHASE SAVINGS,,
4/03/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,1270.86,credit,Paycheck,TOTAL CHECKING,,
4/03/2015,Transfer to CHASE SAVINGS,Online Transfer to SAV ...4866 transaction#: 4547932535,800.0,debit,Transfer,TOTAL CHECKING,,
4/03/2015,Market Place,MARKET PLACE JERSEY CITY NJ04/02,9.89,debit,Groceries,TOTAL CHECKING,,
4/03/2015,ATM Withdrawal,ATM WITHDRAWAL000694  04/0351 W 51ST,100.0,debit,Cash & ATM,TOTAL CHECKING,,
4/02/2015,Toastmasters Renew We,TOASTMASTERS RENEW WE 949-858-8255 CA        04/01,36.0,debit,Uncategorized,TOTAL CHECKING,,
4/02/2015,Just Salad,JUST SALAD NEW YORK NY04/01,8.7,debit,Restaurants,TOTAL CHECKING,,
4/02/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA04/01,1.87,debit,Groceries,TOTAL CHECKING,,
4/02/2015,Nysc,NYSC BAY RIDGE,19.99,debit,Health & Fitness,CREDIT CARD,,
3/31/2015,Electronic,Chase QuickPay Electronic Transfer 4475114795 to RICHARD GEE,445.1,debit,Electronics & Software,TOTAL CHECKING,,
3/31/2015,Sq Bakery Bibble,SQ *BAKERY BIBBLE AND S New YorkNY          03/31,2.72,debit,Restaurants,TOTAL CHECKING,,
3/31/2015,Sq Bakery Bibble,SQ *BAKERY BIBBLE AND S New YorkNY          03/31,5.99,debit,Restaurants,TOTAL CHECKING,,
3/31/2015,Glady,GLADY'S,12.8,debit,Uncategorized,CREDIT CARD,,
3/30/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,15.2,credit,Credit Card Payment,CREDIT CARD,,
3/30/2015,Transfer to CHASE COLLEGE,Online Transfer to CHK ...2772 transaction#: 4534420696,500.0,debit,Transfer,CHASE SAVINGS,,
3/30/2015,Associated Supermarket,ASSOCIATED SUPERMARKET BROOKLYNNY   189560  03/28,1.77,debit,Groceries,TOTAL CHECKING,,
3/30/2015,Dainobu,DAINOBU NEW YORK NY03/27,8.68,debit,Restaurants,TOTAL CHECKING,,
3/30/2015,Transfer to CREDIT CARD,Payment to Chase card ending in0411,15.2,debit,Credit Card Payment,TOTAL CHECKING,,
3/30/2015,Rite Aid,RITE AID CORP. NEW YORK NY633882  03/29,8.27,debit,Pharmacy,TOTAL CHECKING,,
3/30/2015,Transfer from CHASE SAVINGS,Online Transfer from SAV ...4866transaction#: 4534420696,500.0,credit,Transfer,TOTAL CHECKING,,
3/30/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA03/27,3.12,debit,Groceries,TOTAL CHECKING,,
3/30/2015,Papillon,PAPILLON,12.89,debit,Restaurants,CREDIT CARD,,
3/29/2015,Ann Taylor,ANN TAYLOR #1086,113.97,debit,Clothing,CREDIT CARD,,
3/27/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA03/26,1.31,debit,Groceries,TOTAL CHECKING,,
3/27/2015,Nyc Taxi P,NYC TAXI 1P47 NEW YORK NY03/25,7.8,debit,Rental Car & Taxi,TOTAL CHECKING,,
3/27/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA03/26,2.08,debit,Groceries,TOTAL CHECKING,,
3/26/2015,Aramark,ARAMARK BARNARD CAFETER NEW YORKNY          03/25,2.01,debit,Food & Dining,TOTAL CHECKING,,
3/25/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA03/24,3.93,debit,Groceries,TOTAL CHECKING,,
3/25/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA03/24,1.35,debit,Groceries,TOTAL CHECKING,,
3/25/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA03/24,1.14,debit,Groceries,TOTAL CHECKING,,
3/25/2015,J Crew Group,PAYPAL *JCREWGROUPI,157.86,debit,Shopping,CREDIT CARD,,
3/23/2015,Transfer from CHASE COLLEGE,Online Transfer from CHK ...2772transaction#: 4521505351,500.0,credit,Transfer,CHASE SAVINGS,,
3/23/2015,Transfer to CHASE SAVINGS,Online Transfer to SAV ...4866 transaction#: 4521505351,500.0,debit,Transfer,TOTAL CHECKING,,
3/23/2015,Key Food,KEY FOOD # 1484 BROOKLYN NY120789  03/22,3.39,debit,Groceries,TOTAL CHECKING,,
3/23/2015,Venmo Ccd Id,VENMO            PAYMENT    54129838        CCD ID: 2264681992,8.0,debit,Food & Dining,TOTAL CHECKING,,
3/23/2015,Transfer to CREDIT CARD,Payment to Chase card ending in8140,308.94,debit,Credit Card Payment,TOTAL CHECKING,,
3/23/2015,Sq Liddabit Sweets,SQ *LIDDABIT SWEETS New York NY03/20,5.0,debit,Uncategorized,TOTAL CHECKING,,
3/23/2015,L Arte Del,L'ARTE DEL GELATO NEW YORK NY03/20,5.17,debit,Uncategorized,TOTAL CHECKING,,
3/23/2015,Chelsea Wine Vault,Chelsea Wine Vault New York NY03/20,16.32,debit,Alcohol & Bars,TOTAL CHECKING,,
3/23/2015,ATM Withdrawal,ATM WITHDRAWAL007244  03/21201 E 79T,100.0,debit,Cash & ATM,TOTAL CHECKING,,
3/23/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA03/20,1.45,debit,Groceries,TOTAL CHECKING,,
3/23/2015,Green Roll,THE GREEN ROLL NEW YORK NY03/20,23.5,debit,Restaurants,TOTAL CHECKING,,
3/23/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,308.94,credit,Credit Card Payment,CREDIT CARD,,
3/23/2015,Amazon,Amazon.com,22.66,debit,Shopping,CREDIT CARD,,
