Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
9/22/2014,Century Theaters,CENTURY TWENTY ONE #20,104.97,debit,Clothing,CREDIT CARD,,
9/22/2014,Thai Market,THAI MARKET,12.0,debit,Groceries,CREDIT CARD,,
9/22/2014,Rite Aid,RITE AID CORP. BROOKLYN NY578836  09/22,4.75,debit,Pharmacy,TOTAL CHECKING,,
9/22/2014,Sq Babo Teahouse,SQ *BABO TEAHOUSE Jersey City NJ09/19,3.85,debit,Uncategorized,TOTAL CHECKING,,
9/21/2014,MTA,MTA MVM*116TH ST/COLUMB,10.0,debit,Public Transportation,CREDIT CARD,,
9/19/2014,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,1413.68,credit,Paycheck,TOTAL CHECKING,,
9/18/2014,Rite Aid,RITE AID STORE 3816 BROOKLYN NY09/17,3.04,debit,Pharmacy,TOTAL CHECKING,,
9/18/2014,MTA,MTA MVM*BAY RIDGE AVENU NEW YORKNY          09/17,10.0,debit,Public Transportation,TOTAL CHECKING,,
9/18/2014,Pathtvm Pavonia Newpo,PATHTVM*PAVONIA / NEWPO NEW YORKNY          09/17,19.0,debit,Public Transportation,TOTAL CHECKING,,
9/17/2014,Key Food,KEY FOOD # 1484 BROOKLYN NY09/16,18.32,debit,Groceries,TOTAL CHECKING,,
9/17/2014,Jamba Juice,JAMBA JUICE NEWPORT JERSEY CITYNJ           09/16,6.05,debit,Food & Dining,TOTAL CHECKING,,
9/17/2014,Side Dish Cafe,SIDE DISH CAFE JERSEY CITY NJ09/16,7.93,debit,Restaurants,TOTAL CHECKING,,
9/17/2014,Public Library,BROOKLYN PUBLIC LIBRARY,6.0,debit,Uncategorized,CREDIT CARD,,
9/17/2014,Global Kitchen,52 GLOBAL KITCHEN INC,8.78,debit,Uncategorized,CREDIT CARD,,
9/16/2014,Sq Blue Bottle,SQ *BLUE BOTTLE COFFEE,4.9,debit,Coffee Shops,CREDIT CARD,,
9/15/2014,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,37.0,credit,Credit Card Payment,CREDIT CARD,,
9/15/2014,Transfer to CREDIT CARD,Payment to Chase card ending in2234,37.0,debit,Credit Card Payment,TOTAL CHECKING,,
9/15/2014,Muji Soho,MUJI SOHO NEW YORK NY09/14,95.76,debit,Uncategorized,TOTAL CHECKING,,
