Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
3/23/2015,Act Philosophy,ACT*Philosophy,45.0,debit,Uncategorized,CREDIT CARD,,
3/23/2015,Uva,UVA,65.8,debit,Uncategorized,CREDIT CARD,,
3/22/2015,United Healthcare,UNITED HEALTHCARE PART D,15.2,debit,Financial,CREDIT CARD,,
3/20/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA03/19,1.35,debit,Groceries,TOTAL CHECKING,,
3/20/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA03/19,1.31,debit,Groceries,TOTAL CHECKING,,
3/20/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,1270.86,credit,Paycheck,TOTAL CHECKING,,
3/18/2015,Yips Restaurant,YIPS RESTAURANT NEW YORK NY03/17,10.75,debit,Restaurants,TOTAL CHECKING,,
3/17/2015,Yips Restaurant,YIPS RESTAURANT NEW YORK NY03/16,8.75,debit,Restaurants,TOTAL CHECKING,,
3/17/2015,Caffe Cafe,Caffe Cafe BROOKLYN NY03/17,3.27,debit,Restaurants,TOTAL CHECKING,,
3/17/2015,C-Town Supermarket,C-TOWN SUPERMARKET - 4,16.04,debit,Groceries,CREDIT CARD,,
3/17/2015,Teachers Choice,TEACHERS CHOICE,140.0,debit,Uncategorized,CREDIT CARD,,
3/13/2015,Uber.com,UBER TECHNOLOGIES INC,4.69,credit,Rental Car & Taxi,CREDIT CARD,,
3/12/2015,Uber.com,UBER TECHNOLOGIES INC,47.44,debit,Rental Car & Taxi,CREDIT CARD,,
3/11/2015,Uber.com,UBER TECHNOLOGIES INC,34.76,debit,Rental Car & Taxi,CREDIT CARD,,
3/10/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA03/09,3.02,debit,Groceries,TOTAL CHECKING,,
3/10/2015,Sephora,SEPHORA 374 NEW YORK NY03/09,9.8,debit,Clothing,TOTAL CHECKING,,
3/09/2015,Century Theaters,CENTURY TWENTY ONE BROOKLYN NY466015  03/08,14.98,debit,Movies & DVDs,TOTAL CHECKING,,
3/09/2015,Lura,LURA NEW YORK NY03/06,30.25,debit,Uncategorized,TOTAL CHECKING,,
3/09/2015,ATM Withdrawal,ATM WITHDRAWAL003175  03/09721 9TH A,40.0,debit,Cash & ATM,TOTAL CHECKING,,
3/09/2015,Key Food,KEY FOOD # 1484 BROOKLYN NY494205  03/08,11.28,debit,Groceries,TOTAL CHECKING,,
3/09/2015,Morton Williams Cafe,MORTON WILLIAMS BLU NEW YORK NY03/06,4.35,debit,Groceries,TOTAL CHECKING,,
3/09/2015,Mango Ny New,MANGO NY INC NEW YORK NY03/07,29.99,credit,Income,TOTAL CHECKING,,
3/09/2015,Chai,CHAI - BROOKLYN,16.65,debit,Restaurants,CREDIT CARD,,
3/09/2015,Am Bar,AM BAR,23.0,debit,Alcohol & Bars,CREDIT CARD,,
3/06/2015,Transfer from CHASE COLLEGE,Online Transfer from CHK ...2772transaction#: 4489420744,1500.0,credit,Transfer,CHASE SAVINGS,,
3/06/2015,Mango Ny,MANGO NY INC NEW YORK NY03/05,29.99,debit,Clothing,TOTAL CHECKING,,
3/06/2015,Transfer to CHASE SAVINGS,Online Transfer to SAV ...4866 transaction#: 4489420744,1500.0,debit,Transfer,TOTAL CHECKING,,
3/06/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,1286.11,credit,Paycheck,TOTAL CHECKING,,
3/04/2015,Interest,INTEREST PAYMENT,0.06,credit,Interest Income,CHASE SAVINGS,,
3/04/2015,Electronic,Chase QuickPay Electronic Transfer 4478887492 to RICHARD GEE,65.0,debit,Electronics & Software,TOTAL CHECKING,,
3/03/2015,ATM Withdrawal 0351 West 51st,ATM WITHDRAWAL000977  03/0351 W 51ST,100.0,debit,Cash & ATM,TOTAL CHECKING,,
3/03/2015,Nysc Bay Ridge,NYSC BAY RIDGE,19.99,debit,Health & Fitness,CREDIT CARD,,
3/02/2015,Transfer from CHASE COLLEGE,Online Transfer from CHK ...2772transaction#: 4475226739,1500.0,credit,Transfer,CHASE SAVINGS,,
3/02/2015,Chase Quickpay Transfer,Chase QuickPay Electronic Transfer 4418281536 to RICHARD GEE,445.1,debit,Transfer,TOTAL CHECKING,,
3/02/2015,TJ Maxx,TJ TJ MAXX NEWYORK NY760959  02/28,7.99,debit,Clothing,TOTAL CHECKING,,
3/02/2015,Transfer to CHASE SAVINGS,Online Transfer to SAV ...4866 transaction#: 4475226739,1500.0,debit,Transfer,TOTAL CHECKING,,
3/02/2015,Key Food,KEY FOOD # 1484 BROOKLYN NY422237  03/02,10.78,debit,Groceries,TOTAL CHECKING,,
3/02/2015,Rite Aid,RITE AID CORP. NEW YORK NY595161  02/28,4.13,debit,Pharmacy,TOTAL CHECKING,,
2/27/2015,Panera Bread,PANERA BREAD # 601767 JERSEY CITY NJ         02/26,5.45,debit,Fast Food,TOTAL CHECKING,,
2/27/2015,Duane Reade,Duane Reade 575 LEXING NEW YORKNY   518092  02/27,3.49,debit,Pharmacy,TOTAL CHECKING,,
2/27/2015,Owl Head,THE OWL'S HEAD BROOKLYN NY02/25,22.86,debit,Uncategorized,TOTAL CHECKING,,
2/26/2015,Panera Bread,PANERA BREAD # 601767 JERSEY CITY NJ         02/25,5.45,debit,Fast Food,TOTAL CHECKING,,
2/26/2015,Rite Aid,RITE AID CORP. NEW YORK NY02/26 Purchase $3.24 Cash Back $,43.24,debit,Pharmacy,TOTAL CHECKING,,
2/26/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,922.63,credit,Paycheck,TOTAL CHECKING,,
2/26/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,449.78,credit,Paycheck,TOTAL CHECKING,,
2/26/2015,Chase Quickpay Transfer,Chase QuickPay Electronic Transfer 4467564684 from RICHARD GEE,25.96,credit,Transfer,TOTAL CHECKING,,
2/26/2015,Forever 21,0069 FOREVER 21 JERSEY CITY NJ02/25,12.9,debit,Clothing,TOTAL CHECKING,,
2/25/2015,Rite Aid,RITE AID STORE #10574 BROOKLYN NY            02/24,25.96,debit,Pharmacy,TOTAL CHECKING,,
2/25/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA02/24,1.35,debit,Groceries,TOTAL CHECKING,,
2/23/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,15.2,credit,Credit Card Payment,CREDIT CARD,,
2/23/2015,Transfer to CREDIT CARD,Payment to Chase card ending in8140,308.99,debit,Credit Card Payment,TOTAL CHECKING,,
2/23/2015,Transfer to CREDIT CARD,Payment to Chase card ending in0411,15.2,debit,Credit Card Payment,TOTAL CHECKING,,
2/23/2015,Rite Aid,RITE AID STORE #10574,15.75,debit,Pharmacy,CREDIT CARD,,
2/23/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,308.99,credit,Credit Card Payment,CREDIT CARD,,
2/22/2015,United Healthcare Part,UNITED HEALTHCARE PART D,15.2,debit,Health & Fitness,CREDIT CARD,,
2/22/2015,Academia Barilla Restaur,ACADEMIA BARILLA RESTAUR,10.34,debit,Uncategorized,CREDIT CARD,,
2/22/2015,Avanti Markets,AVANTI MARKETS,0.84,debit,Groceries,CREDIT CARD,,
2/20/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,1320.68,credit,Paycheck,TOTAL CHECKING,,
2/13/2015,Ugly Duckling,UGLY DUCKLING,77.5,debit,Restaurants,CREDIT CARD,,
2/09/2015,Transfer from CHASE COLLEGE,Online Transfer from CHK ...2772transaction#: 4437333977,1000.0,credit,Transfer,CHASE SAVINGS,,
2/09/2015,Transfer to CREDIT CARD,Payment to Chase card ending in8140,284.58,debit,Credit Card Payment,TOTAL CHECKING,,
2/09/2015,Transfer to CHASE SAVINGS,Online Transfer to SAV ...4866 transaction#: 4437333977,1000.0,debit,Transfer,TOTAL CHECKING,,
2/09/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,284.58,credit,Credit Card Payment,CREDIT CARD,,
2/08/2015,Tib Mercer St,TIB-MERCER ST,27.44,debit,Uncategorized,CREDIT CARD,,
2/08/2015,Eb Nycnjpa Mellons,EB NYCNJPA MELLONS,11.54,debit,Uncategorized,CREDIT CARD,,
2/06/2015,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,1320.67,credit,Paycheck,TOTAL CHECKING,,
2/06/2015,Verizon,VERIZON*ONETIMEPAY,48.71,debit,Home Phone,CREDIT CARD,,
2/04/2015,Interest,INTEREST PAYMENT,0.05,credit,Interest Income,CHASE SAVINGS,,
2/04/2015,Baked By Melissa,BAKED BY MELISSA,200.0,debit,Uncategorized,CREDIT CARD,,
2/04/2015,Eb National Black,EB NATIONAL BLACK WRI,10.0,debit,Uncategorized,CREDIT CARD,,
2/04/2015,Key Food,KEY FOOD # 1484,6.49,debit,Groceries,CREDIT CARD,,
2/03/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,20.94,credit,Credit Card Payment,CREDIT CARD,,
2/03/2015,Transfer to CREDIT CARD,Payment to Chase card ending in0411,20.94,debit,Credit Card Payment,TOTAL CHECKING,,
2/03/2015,Chase Quickpay Transfer,Chase QuickPay Electronic Transfer 4410149192 to RICHARD GEE,445.1,debit,Transfer,TOTAL CHECKING,,
2/03/2015,ATM Withdrawal 5th,ATM WITHDRAWAL008971  02/037427 5TH,300.0,debit,Cash & ATM,TOTAL CHECKING,,
2/03/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA02/02,1.31,debit,Groceries,TOTAL CHECKING,,
2/03/2015,Teachers Choice,TEACHERS CHOICE,140.0,debit,Uncategorized,CREDIT CARD,,
2/02/2015,Nysc Bay Ridge,NYSC BAY RIDGE,19.99,debit,Health & Fitness,CREDIT CARD,,
2/02/2015,Spk Spokeo,SPK*SPOKEO 18006994264,0.95,debit,Uncategorized,CREDIT CARD,,
2/02/2015,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,74.01,credit,Credit Card Payment,CREDIT CARD,,
2/02/2015,Rite Aid,RITE AID CORP. BROOKLYN NY02/01 Purchase $8.69 Cash Back $,48.69,debit,Pharmacy,TOTAL CHECKING,,
2/02/2015,Transfer to CREDIT CARD,Payment to Chase card ending in0411,74.01,debit,Credit Card Payment,TOTAL CHECKING,,
2/02/2015,Petco,PETCO 3721    63537211,11.97,debit,Pet Food & Supplies,CREDIT CARD,,
2/01/2015,Avanti Markets,AVANTI MARKETS,4.68,debit,Groceries,CREDIT CARD,,
2/01/2015,Chebella Pizza,CHEBELLA PIZZA,16.0,debit,Restaurants,CREDIT CARD,,
2/01/2015,Yips Restaurant,YIPS RESTAURANT,7.75,debit,Restaurants,CREDIT CARD,,
1/30/2015,Avanti Markets,AVANTI MARKETS TUKWILA WA01/29,1.14,debit,Groceries,TOTAL CHECKING,,
1/27/2015,Tmania,TMANIA *8668114111,10.0,debit,Uncategorized,CREDIT CARD,,
1/27/2015,United Healthcare Part,UNITED HEALTHCARE PART D,30.4,debit,Health & Fitness,CREDIT CARD,,
1/26/2015,Bouchon Bakery,Bouchon Bakery,18.94,debit,Restaurants,CREDIT CARD,,
1/26/2015,Duane Reade,DUANE READE #14403,14.67,debit,Pharmacy,CREDIT CARD,,
1/26/2015,Transfer to CHASE COLLEGE,Online Transfer to CHK ...2772 transaction#: 4407869481,500.0,debit,Transfer,CHASE SAVINGS,,
