Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
11/28/2016,Transfer from CREDIT CARD,Chase QuickPay Electronic Transfer 5825943805 from BRENDA WONG,24.0,credit,Transfer,TOTAL CHECKING,,
11/28/2016,Transfer to CREDIT CARD,Payment to Chase card ending in1097,113.22,debit,Credit Card Payment,TOTAL CHECKING,,
11/28/2016,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 5825601865 from RICHARD GEE,77.65,credit,Transfer,TOTAL CHECKING,,
11/27/2016,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,113.22,credit,Credit Card Payment,CREDIT CARD,,
11/27/2016,Amazon,AMAZON MKTPLACE PMTS,19.77,debit,Shopping,CREDIT CARD,,
11/25/2016,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 5820566201 to Kevin Wu,40.0,debit,Shopping,TOTAL CHECKING,,
11/25/2016,Transfer to CREDIT CARD,Payment to Chase card ending in0411,19.99,debit,Credit Card Payment,TOTAL CHECKING,,
11/24/2016,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,19.99,credit,Credit Card Payment,CREDIT CARD,,
11/23/2016,Shutterfly,SHUTTERFLY,6.52,debit,Hobbies,CREDIT CARD,,
11/23/2016,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,997.15,credit,Paycheck,CHASE SAVINGS,,
11/23/2016,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 5817901365 from RICHARD GEE,50.0,credit,Transfer,TOTAL CHECKING,,
11/23/2016,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,386.92,credit,Paycheck,TOTAL CHECKING,,
11/22/2016,National Grid,NATIONAL GRID NY UTILITYPAYPPD ID: 9177976003,17.37,debit,Utilities,TOTAL CHECKING,,
11/18/2016,Chase,Chase QuickPay Electronic Transfer 5808855318 to RICHARD GEE,23.5,debit,Financial,TOTAL CHECKING,,
11/16/2016,Amazon,AMAZON MKTPLACE PMTS,48.93,debit,Shopping,CREDIT CARD,,
11/15/2016,Amazon,Amazon.com,106.7,debit,Shopping,CREDIT CARD,,
11/15/2016,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 5732097794 from KEVIN WU,130.0,credit,Transfer,TOTAL CHECKING,,
11/14/2016,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 5796499828 from KEVIN WU,50.0,credit,Transfer,TOTAL CHECKING,,
