Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
8/04/2018,Target,TARGET T-3277 112 W 34t New York,16.08,debit,Shopping,Investor Checking ...125,,
8/03/2018,Interest,INTEREST PAYMENT,0.02,credit,Interest Income,CHASE SAVINGS,,
8/02/2018,AT&T,AT&T*BILL PAYMENT,132.2,debit,Mobile Phone,CREDIT CARD,,
8/02/2018,Nysc Bay Ridge,NYSC BAY RIDGE,19.99,debit,Gym,CREDIT CARD,,
8/01/2018,Aesophk,PAYPAL *AESOPHK,67.01,debit,Gift,CREDIT CARD,,
8/01/2018,Transfer from TOTAL CHECKING,Payment Thank You-Mobile,250.81,credit,Credit Card Payment,CREDIT CARD,,
8/01/2018,Chase Ending In,Payment to Chase card ending in6061 08/01,369.5,debit,Credit Card Payment,TOTAL CHECKING,,
8/01/2018,Transfer to CREDIT CARD,Payment to Chase card ending in1097 08/01,250.81,debit,Credit Card Payment,TOTAL CHECKING,,
7/31/2018,Barclays Bk Plc,BARCLAYS BK PLC  DIRECT DEPPPD ID: 9111111103,1590.37,credit,Paycheck,TOTAL CHECKING,,
7/31/2018,Interest Paid,Interest Paid,0.19,credit,Interest Income,Investor Checking ...125,,
7/31/2018,ATM Fee Refund,ATM Fee Rebate,5.5,credit,ATM Fee,Investor Checking ...125,,
7/31/2018,Key Food,"KEY FOOD #1484 BROOKLYN, NY #00000019",12.97,debit,Groceries,Investor Checking ...125,,
7/31/2018,Barclays Bk Plc,BARCLAYS BK PLC DIRECT DEP 180731~ Tran:,150.0,credit,Paycheck,Investor Checking ...125,,
7/31/2018,Payroll Contribution,Payroll Contribution,530.0,credit,Investments,Barclays 401(k) Plan,,
7/30/2018,Alan,"ALAN'S 99 CENTS BROOKLYN, NY #00000019",29.88,debit,Business Services,Investor Checking ...125,,
7/30/2018,Housing Works,"SQ *HOUSING WORKS New York, NY #00000019",11.98,debit,Shopping,Investor Checking ...125,,
7/29/2018,Rite Aid,RITE AID STORE - 3110 NEW YORK,18.41,debit,Pharmacy,Investor Checking ...125,,
7/28/2018,Ricky Nyc,"RICKY`S NYC 114 NEW YORK, NY #00000019",6.52,debit,Personal Care,Investor Checking ...125,,
7/28/2018,Key Food,"KEY FOOD #1484 BROOKLYN, NY #00000019",28.62,debit,Groceries,Investor Checking ...125,,
7/28/2018,Barclays,"BARCLAYS - 745 CAFNEW YORK, NY #00000019",9.76,debit,Fast Food,Investor Checking ...125,,
7/28/2018,Barclays,"BARCLAYS - 745 CAFNEW YORK, NY #00000019",2.45,debit,Fast Food,Investor Checking ...125,,
7/27/2018,Food Emporium,"FOOD EMPORIUM 1980NEW YORK, NY #00000019",4.99,debit,Groceries,Investor Checking ...125,,
7/27/2018,Housing Works,"SQ *HOUSING WORKS New York, NY #00000019",30.0,debit,Shopping,Investor Checking ...125,,
7/26/2018,National Grid,NATIONAL GRID NY UTILITYPAYPPD ID: 9177976003,16.28,debit,Utilities,TOTAL CHECKING,,
7/26/2018,Bocca,"BOCCA NEW YORK, NY #00000019",5.44,debit,Restaurants,Investor Checking ...125,,
7/24/2018,Transfer to TOTAL CHECKING,Online Transfer to CHK ...2772 transaction#: 7338964244 07/24,462.0,debit,Transfer,CHASE SAVINGS,,
7/24/2018,Chase Ending In,Payment to Chase card ending in6061 07/24,1356.74,debit,Credit Card Payment,TOTAL CHECKING,,
7/24/2018,Quickpay With Zelle,QuickPay with Zelle payment to Kevin Wu 7338965224,50.0,debit,Credit Card Payment,TOTAL CHECKING,,
7/24/2018,Counter,COUNTER CHECK,2.0,debit,Bank Fee,TOTAL CHECKING,,
7/24/2018,Transfer from CHASE SAVINGS,Online Transfer from SAV ...4866transaction#: 7338964244,462.0,credit,Transfer,TOTAL CHECKING,,
7/24/2018,W 135 West 50th,W282563 135 WEST 50TH S NEW YORK,82.5,debit,Restaurants,Investor Checking ...125,,
7/22/2018,Rite Aid,RITE AID STORE - 3110 NEW YORK,48.9,debit,Pharmacy,Investor Checking ...125,,
7/20/2018,Groupon,GROUPON INC,42.0,debit,Shopping,CREDIT CARD,,
7/19/2018,Rite Aid,RITE AID STORE - 3879 BROOKLYN,16.32,debit,Pharmacy,Investor Checking ...125,,
7/18/2018,ATM Fee,CHASE 1251 AVENUE OF TH NEW YORK,3.0,debit,ATM Fee,Investor Checking ...125,,
7/18/2018,Chase Avenue Th,CHASE 1251 AVENUE OF TH NEW YORK,40.0,debit,Cash & ATM,Investor Checking ...125,,
7/16/2018,Quickpay With Zelle,QuickPay with Zelle payment to RICHARD GEE 7318969195,626.03,debit,Credit Card Payment,TOTAL CHECKING,,
7/16/2018,Bank Int 061618-071518 Schwab Bank,BANK INT 061618-071518 SCHWAB BANK,0.07,credit,Investments,Individual ...852,,
7/13/2018,Quickpay With Zelle,QuickPay with Zelle payment to RICHARD GEE 7312562106,26.0,debit,Credit Card Payment,TOTAL CHECKING,,
7/13/2018,Barclays Bk Plc,BARCLAYS BK PLC  DIRECT DEPPPD ID: 9111111103,1738.66,credit,Paycheck,TOTAL CHECKING,,
