Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
3/25/2021,Food Emporium,FOOD EMPORIUM #2220,4.34,debit,Groceries,CREDIT CARD,,
3/24/2021,Apple,PP*APPLE.COM/BILL,6.51,debit,Subscriptions,CREDIT CARD,,
3/23/2021,Payment Thank You-Mobile,Payment Thank You-Mobile,2.99,credit,Credit Card Payment,CREDIT CARD,,
3/23/2021,Consolidated Edison,CON ED OF NY     INTELL CK,18.18,debit,Utilities,TOTAL CHECKING,,
3/23/2021,Chase card ending in 1097 03/23,Payment to Chase card ending in,2.99,debit,Credit Card Payment,TOTAL CHECKING,,
3/23/2021,Food Emporium,FOOD EMPORIUM #2220,5.11,debit,Groceries,CREDIT CARD,,
3/23/2021,Rite Aid,RITE AID 10569,27.59,debit,Shopping,CREDIT CARD,,
3/22/2021,Fresh Market,CITY FRESH MARKET,5.87,debit,Groceries,CREDIT CARD,,
3/19/2021,Apple,PP*APPLE.COM/BILL,2.99,debit,Subscriptions,CREDIT CARD,,
3/18/2021,Vanguard,VANGUARD BUY     INVESTMENT 9615,1500.0,debit,Financial,TOTAL CHECKING,,
3/18/2021,Chase card ending in 1097 03/18,Payment to Chase card ending in,45.73,debit,Credit Card Payment,TOTAL CHECKING,,
3/18/2021,Payment Thank You-Mobile,Payment Thank You-Mobile,45.73,credit,Credit Card Payment,CREDIT CARD,,
3/16/2021,Chase card ending in 2957 03/16,Payment to Chase card ending in,167.52,debit,Credit Card Payment,TOTAL CHECKING,,
3/16/2021,Payment Thank You-Mobile,Payment Thank You-Mobile,167.52,credit,Credit Card Payment,CREDIT CARD,,
3/15/2021,SLHOMEWORK HOMEWO,PAYPAL *SLHOMEWORK HOMEWO,45.73,debit,Gift,CREDIT CARD,,
3/15/2021,FIRST EAGLE INVE PAYROLL PPD ID: 6506940773,FIRST EAGLE INVE PAYROLL,2804.51,credit,Paycheck,TOTAL CHECKING,,
3/15/2021,SPECTRUM,SPECTRUM,54.99,debit,Parking,CREDIT CARD,,
3/15/2021,LEES FAMILY FARM CORP,LEES FAMILY FARM CORP,11.0,debit,Groceries,CREDIT CARD,,
3/15/2021,Food Emporium,FOOD EMPORIUM #2220,24.03,debit,Groceries,CREDIT CARD,,
3/11/2021,National Grid,NATIONAL GRID NY UTILITYPAY,26.53,debit,Utilities,TOTAL CHECKING,,
3/11/2021,Turbo Tax,Offer:Turbo Tax,8.0,credit,Electronics & Software,CREDIT CARD,,
3/10/2021,Food Emporium,FOOD EMPORIUM #2220,29.57,debit,Groceries,CREDIT CARD,,
3/10/2021,Venmo,VENMO            PAYMENT    5405,0.01,debit,Transfer,TOTAL CHECKING,,
3/10/2021,Venmo,VENMO            PAYMENT    5408,59.99,debit,Transfer,TOTAL CHECKING,,
3/08/2021,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,1.26,debit,Investments,Individual ...852,,
3/07/2021,Intuit TurboTax,INTUIT *TURBOTAX,190.53,debit,Taxes,CREDIT CARD,,
3/05/2021,Chase card ending in 1097 03/05,Payment to Chase card ending in,59.33,debit,Credit Card Payment,TOTAL CHECKING,,
3/05/2021,Chase card ending in 9575 03/05,Payment to Chase card ending in,54.99,debit,Credit Card Payment,TOTAL CHECKING,,
3/05/2021,REMOTE ONLINE DEPOSIT # 1 1,REMOTE ONLINE DEPOSIT #,40.31,credit,Income,TOTAL CHECKING,,
3/05/2021,Payment Thank You-Mobile,Payment Thank You-Mobile,59.33,credit,Credit Card Payment,CREDIT CARD,,
3/05/2021,Payment Thank You-Mobile,Payment Thank You-Mobile,54.99,credit,Credit Card Payment,CREDIT CARD,,
3/05/2021,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,1.26,credit,Dividend & Cap Gains,Individual ...852,,
3/03/2021,Apple,PP*APPLE.COM/BILL,3.23,debit,Subscriptions,CREDIT CARD,,
3/03/2021,Vanguard,VANGUARD BUY     INVESTMENT 9615,3000.0,debit,Financial,TOTAL CHECKING,,
3/01/2021,CAPITAL ONE MOBILE payment AuthDate 10-F eb,CAPITAL ONE MOBILE PYMT AuthDate 10-F eb,368.14,credit,Credit Card Payment,CREDITCARD Account,,
3/01/2021,Rite Aid,RITE AID 10569,11.07,debit,Shopping,CREDIT CARD,,
3/01/2021,Fresh Market,CITY FRESH MARKET,29.02,debit,Groceries,CREDIT CARD,,
3/01/2021,Venmo,VENMO            PAYMENT    5346,150.0,debit,Transfer,TOTAL CHECKING,,
2/28/2021,Verizon,VERIZON*ONETIMEPAY,20.0,debit,Home Phone,CREDIT CARD,,
2/26/2021,Spotify,PAYPAL *SPOTIFYUSAI,4.99,debit,Music,CREDIT CARD,,
2/26/2021,FIRST EAGLE INVE PAYROLL PPD ID: 6506940773,FIRST EAGLE INVE PAYROLL,2798.87,credit,Paycheck,TOTAL CHECKING,,
2/26/2021,Interest Paid,Interest Paid,0.03,credit,Interest Income,Investor Checking ...125,,
2/25/2021,SUMESA COLIMA,SUMESA COLIMA,13.17,debit,Restaurants,CREDITCARD Account,,
2/25/2021,ACO AICM ALFA BAR T2,ACO AICM ALFA BAR T2,19.66,debit,Alcohol & Bars,CREDITCARD Account,,
2/25/2021,Food Emporium,FOOD EMPORIUM #2220,20.78,debit,Groceries,CREDIT CARD,,
2/25/2021,Food Emporium,FOOD EMPORIUM #2220,49.67,debit,Groceries,CREDIT CARD,,
2/25/2021,Uber.com,PAYPAL *UBER BV,5.34,debit,Rental Car & Taxi,CREDIT CARD,,
2/25/2021,Lyft,LYFT   *RIDESHARE,41.7,debit,Rental Car & Taxi,CREDIT CARD,,
2/24/2021,PHARMAOPORT MEX,PHARMAOPORT MEX,32.8,debit,Restaurants,CREDITCARD Account,,
2/23/2021,REST PACIFICA,REST PACIFICA,29.93,debit,Restaurants,CREDITCARD Account,,
2/22/2021,REST ROSETTA,REST ROSETTA,11.53,debit,Restaurants,CREDITCARD Account,,
2/22/2021,7-Eleven,7 ELEVEN MORELIA,1.7,debit,Fast Food,CREDITCARD Account,,
2/22/2021,SUMESA COLIMA,SUMESA COLIMA,9.78,debit,Fast Food,CREDITCARD Account,,
2/22/2021,IZ *KOKO YAKI ICE CREAM S,IZ *KOKO YAKI ICE CREAM S,4.4,debit,Fast Food,CREDITCARD Account,,
2/22/2021,MARCEL RESTAURANTE,MARCEL RESTAURANTE,11.64,debit,Restaurants,CREDITCARD Account,,
2/22/2021,Apple,PP*APPLE.COM/BILL,1.08,debit,Subscriptions,CREDIT CARD,,
2/22/2021,To 34 20 Realty LLC 02/22,Online Payment 11189109988 To 34,1573.25,debit,Mortgage & Rent,TOTAL CHECKING,,
2/22/2021,Consolidated Edison,CON ED OF NY     INTELL CK,14.52,debit,Utilities,TOTAL CHECKING,,
2/20/2021,ABARROTES ROMA,ABARROTES ROMA,1.95,debit,Restaurants,CREDITCARD Account,,
2/19/2021,7-Eleven,7 ELEVEN MORELIA,3.28,debit,Fast Food,CREDITCARD Account,,
2/19/2021,SUMESA COLIMA,SUMESA COLIMA,16.18,debit,Restaurants,CREDITCARD Account,,
2/19/2021,Apple,PP*APPLE.COM/BILL,2.99,debit,Subscriptions,CREDIT CARD,,
2/18/2021,ABARROTES ROMA,ABARROTES ROMA,12.84,debit,Restaurants,CREDITCARD Account,,
2/18/2021,Chase card ending in 2957 02/18,Payment to Chase card ending in,110.71,debit,Credit Card Payment,TOTAL CHECKING,,
2/18/2021,Chase Travel,Chase Travel,167.52,debit,Travel,CREDIT CARD,,
2/18/2021,Payment Thank You-Mobile,Payment Thank You-Mobile,110.71,credit,Credit Card Payment,CREDIT CARD,,
2/16/2021,7-Eleven,7 ELEVEN COPERNICO,1.51,debit,Fast Food,CREDITCARD Account,,
2/16/2021,ABARROTES ROMA,ABARROTES ROMA,10.82,debit,Restaurants,CREDITCARD Account,,
2/16/2021,TDA EXPRESS,TDA EXPRESS,4.98,debit,Fast Food,CREDITCARD Account,,
2/15/2021,REST REVOLUCION 21,REST REVOLUCION 21,33.54,debit,Restaurants,CREDITCARD Account,,
2/15/2021,REST CLAVOS BRAVOS,REST CLAVOS BRAVOS,19.41,debit,Restaurants,CREDITCARD Account,,
2/15/2021,SUMESA COLIMA,SUMESA COLIMA,15.83,debit,Restaurants,CREDITCARD Account,,
2/15/2021,SPECTRUM,SPECTRUM,54.99,debit,Parking,CREDIT CARD,,
2/14/2021,Nysc Bay Ridge,NYSC BAY RIDGE,16.12,credit,Credit Card Payment,CREDIT CARD,,
2/12/2021,REST ROSETTA,REST ROSETTA,21.12,debit,Restaurants,CREDITCARD Account,,
2/12/2021,FIRST EAGLE INVE PAYROLL PPD ID: 6506940773,FIRST EAGLE INVE PAYROLL,1429.82,credit,Paycheck,TOTAL CHECKING,,
2/11/2021,REST ROSETTA,REST ROSETTA,4.75,debit,Restaurants,CREDITCARD Account,,
2/10/2021,Payment Thank You-Mobile,Payment Thank You-Mobile,141.97,credit,Credit Card Payment,CREDIT CARD,,
2/10/2021,Chase card ending in 1097 02/10,Payment to Chase card ending in,141.97,debit,Credit Card Payment,TOTAL CHECKING,,
2/10/2021,Chase card ending in 9575 02/10,Payment to Chase card ending in,58.8,debit,Credit Card Payment,TOTAL CHECKING,,
2/10/2021,National Grid,NATIONAL GRID NY UTILITYPAY,28.78,debit,Utilities,TOTAL CHECKING,,
2/10/2021,Payment Thank You-Mobile,Payment Thank You-Mobile,58.8,credit,Credit Card Payment,CREDIT CARD,,
2/08/2021,FIRST EAGLE INVE PAYROLL PPD ID: 6506940773,FIRST EAGLE INVE PAYROLL,709.57,credit,Paycheck,TOTAL CHECKING,,
2/08/2021,PUJOL,PUJOL,341.37,debit,Restaurants,CREDITCARD Account,,
2/08/2021,IZ *HELADOS COMETA,IZ *HELADOS COMETA,4.49,debit,Fast Food,CREDITCARD Account,,
2/08/2021,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,1.49,debit,Investments,Individual ...852,,
2/06/2021,SUMESA COLIMA,SUMESA COLIMA,10.91,debit,Restaurants,CREDITCARD Account,,
2/06/2021,7-Eleven,7 ELEVEN MORELIA,2.02,debit,Fast Food,CREDITCARD Account,,
2/06/2021,7-Eleven,7 ELEVEN MORELIA,4.71,debit,Fast Food,CREDITCARD Account,,
2/06/2021,DELIRIO ABARROTES,DELIRIO ABARROTES,4.74,debit,Restaurants,CREDITCARD Account,,
2/06/2021,7-Eleven,7 ELEVEN MORELIA,1.4,debit,Fast Food,CREDITCARD Account,,
2/05/2021,SUMESA COLIMA,SUMESA COLIMA,17.71,debit,Restaurants,CREDITCARD Account,,
2/05/2021,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,1.49,credit,Dividend & Cap Gains,Individual ...852,,
2/04/2021,SUMESA COLIMA,SUMESA COLIMA,41.0,debit,Restaurants,CREDITCARD Account,,
2/04/2021,ABARROTES ROMA,ABARROTES ROMA,3.63,debit,Restaurants,CREDITCARD Account,,
2/03/2021,ABARROTES ROMA,ABARROTES ROMA,10.58,debit,Restaurants,CREDITCARD Account,,
2/02/2021,CAFE EL OCHO,CAFE EL OCHO,6.53,debit,Restaurants,CREDITCARD Account,,
2/02/2021,EL CALIFA ALVARO OBREG,EL CALIFA ALVARO OBREG,35.01,debit,Restaurants,CREDITCARD Account,,
2/02/2021,LA NAVAL INSURGENTES 1,LA NAVAL INSURGENTES 1,17.58,debit,Alcohol & Bars,CREDITCARD Account,,
2/02/2021,Starbucks,STARBUCKS PZA LUIS CAB,3.98,debit,Coffee Shops,CREDITCARD Account,,
