Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
7/08/2016,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,322.59,credit,Paycheck,TOTAL CHECKING,,
7/08/2016,Transfer to CREDIT CARD,Payment to Chase card ending in1097,351.07,debit,Credit Card Payment,TOTAL CHECKING,,
7/07/2016,Key Food,KEY FOOD # 1484 BROOKLYN NY07/06,10.28,debit,Groceries,TOTAL CHECKING,,
7/06/2016,Interest,INTEREST PAYMENT,0.17,credit,Interest Income,CHASE SAVINGS,,
7/06/2016,Rite Aid,RITE AID STORE - 3879 BROOKLYN NY            07/05,12.78,debit,Pharmacy,TOTAL CHECKING,,
7/05/2016,Patisserie,PATISSERIE TOMOKO,14.15,debit,Restaurants,CREDIT CARD,,
7/05/2016,Venmo,VENMO-2          PAYMENT    237966959       WEB ID: 3264681992,49.0,debit,Transfer,TOTAL CHECKING,,
7/05/2016,New York & Company,NEW YORK & COMPANY #00 BROOKLYNNY           07/03,9.99,debit,Clothing,TOTAL CHECKING,,
7/05/2016,ATM Withdrawal,ATM WITHDRAWAL005110  07/047427 5TH,60.0,debit,Cash & ATM,TOTAL CHECKING,,
7/05/2016,Transfer to CREDIT CARD,Payment to Chase card ending in1097,200.0,debit,Credit Card Payment,TOTAL CHECKING,,
7/04/2016,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,200.0,credit,Credit Card Payment,CREDIT CARD,,
7/04/2016,Llama Inn,LLAMA INN,48.28,debit,Hotel,CREDIT CARD,,
7/04/2016,Bed Bath & Beyond,BED BATH & BEYOND #553,87.09,credit,Furnishings,CREDIT CARD,,
7/03/2016,Mofad,MOFAD,19.0,debit,Uncategorized,CREDIT CARD,,
7/03/2016,Nysc Bay Ridge,NYSC BAY RIDGE,19.99,debit,Gym,CREDIT CARD,,
7/01/2016,ATM Withdrawal,ATM WITHDRAWAL003938  07/017427 5TH,100.0,debit,Cash & ATM,TOTAL CHECKING,,
7/01/2016,ATM Withdrawal,ATM WITHDRAWAL003939  07/017427 5TH,20.0,debit,Cash & ATM,TOTAL CHECKING,,
6/30/2016,Key Food,KEY FOOD # 1484 BROOKLYN NY442754  06/30,4.49,debit,Groceries,TOTAL CHECKING,,
6/30/2016,Victoria's Secret,VICTORIA'S SECRET #1690 BROOKLYNNY          06/29,60.45,debit,Clothing,TOTAL CHECKING,,
6/29/2016,Transfer from CHASE COLLEGE,Online Transfer from CHK ...2772transaction#: 5491090762,195.0,credit,Transfer,CHASE SAVINGS,,
6/29/2016,Duane Reade,Duane Reade 436 86TH S BROOKLYNNY   633073  06/29,2.17,debit,Pharmacy,TOTAL CHECKING,,
6/29/2016,Transfer to CHASE SAVINGS,Online Transfer to SAV ...4866 transaction#: 5491090762,195.0,debit,Transfer,TOTAL CHECKING,,
6/29/2016,Key Food,KEY FOOD # 1484 BROOKLYN NY148274  06/29,3.58,debit,Groceries,TOTAL CHECKING,,
6/27/2016,Venmo,VENMO-2          PAYMENT    232842374       WEB ID: 3264681992,20.0,debit,Transfer,TOTAL CHECKING,,
6/27/2016,Schwab,SCHWAB BANK      TRANSFER   000440024774125 WEB ID: 3615220001,250.0,debit,Business Services,TOTAL CHECKING,,
6/24/2016,Bagels and Brew,BAGELS AND BREWS,22.1,debit,Restaurants,CREDIT CARD,,
6/24/2016,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,705.01,credit,Paycheck,CHASE SAVINGS,,
6/24/2016,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,705.01,credit,Paycheck,TOTAL CHECKING,,
6/23/2016,Amazon,Amazon.com,17.95,debit,Shopping,CREDIT CARD,,
6/22/2016,Macy's,MACYS            ONLINE PMT 112046346584846 WEB ID: CITICTP,58.74,debit,Clothing,TOTAL CHECKING,,
6/15/2016,Key Food,KEY FOOD # 1484,9.38,debit,Groceries,CREDIT CARD,,
6/15/2016,Chase,Chase QuickPay Electronic Transfer 5420329967 to RICHARD GEE,166.91,debit,Financial,TOTAL CHECKING,,
6/14/2016,Zabar's,"ZABAR'S & CO., INC.",17.31,debit,Groceries,CREDIT CARD,,
6/14/2016,Brothers Crepes,BROTHERS CREPES INC,19.05,debit,Uncategorized,CREDIT CARD,,
6/12/2016,Key Food,KEY FOOD # 1484,3.83,debit,Groceries,CREDIT CARD,,
6/12/2016,Bed Bath & Beyond,BED BATH & BEYOND #651,130.63,debit,Furnishings,CREDIT CARD,,
6/12/2016,Michaels,MICHAELS STORES 1173,14.88,debit,Hobbies,CREDIT CARD,,
6/12/2016,Rite Aid,RITE AID STORE - 10574,14.85,debit,Pharmacy,CREDIT CARD,,
6/12/2016,Century Theaters,CENTURY TWENTY ONE #20,18.43,debit,Movies & DVDs,CREDIT CARD,,
6/12/2016,Rite Aid,RITE AID STORE - 3879,5.56,credit,Pharmacy,CREDIT CARD,,
6/10/2016,Rite Aid,RITE AID STORE - 10574,31.89,debit,Pharmacy,CREDIT CARD,,
6/10/2016,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,704.75,credit,Paycheck,CHASE SAVINGS,,
6/10/2016,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,704.74,credit,Paycheck,TOTAL CHECKING,,
6/10/2016,Remote Online Deposit,REMOTE ONLINE DEPOSIT #1,100.0,credit,Income,TOTAL CHECKING,,
6/10/2016,Schwab,SCHWAB BANK      TRANSFER   000440024774125 WEB ID: 3615220001,250.0,debit,Business Services,TOTAL CHECKING,,
6/09/2016,Transfer to CREDIT CARD,Payment to Chase card ending in0411,19.99,debit,Credit Card Payment,TOTAL CHECKING,,
6/09/2016,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,19.99,credit,Credit Card Payment,CREDIT CARD,,
6/08/2016,Key Food,KEY FOOD # 1484,5.98,debit,Groceries,CREDIT CARD,,
6/08/2016,Breslin Bar Dini,THE BRESLIN BAR & DINI,97.69,debit,Alcohol & Bars,CREDIT CARD,,
6/07/2016,Club Free Time,PAYPAL *CLUBFREETIM,19.95,debit,Printing,CREDIT CARD,,
6/07/2016,Omonia Cafe,OMONIA CAFE BROOKLYN NY06/05,10.2,debit,Restaurants,TOTAL CHECKING,,
6/06/2016,Groupon,GROUPON INC,36.0,debit,Uncategorized,CREDIT CARD,,
6/06/2016,Check 6159,CHECK 6159,1600.0,debit,Check,TOTAL CHECKING,,
6/06/2016,Coffee Lab,SQ *COFFEE LAB INC Brooklyn NY06/05,2.25,debit,Coffee Shops,TOTAL CHECKING,,
6/06/2016,Jun Shokudo,JUN SHOKUDO BROOKLYN NY06/04,19.78,debit,Restaurants,TOTAL CHECKING,,
6/06/2016,Sweetgreen Nol Ny,SWEETGREEN NOL 202-813-9439 NY06/04,10.72,debit,Uncategorized,TOTAL CHECKING,,
6/06/2016,Rite Aid,RITE AID STORE - 3879 BROOKLYN NY            06/03,8.32,debit,Pharmacy,TOTAL CHECKING,,
6/03/2016,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,241.4,credit,Credit Card Payment,CREDIT CARD,,
6/03/2016,Transfer to CHASE COLLEGE,Online Transfer to CHK ...2772 transaction#: 5438408887,1000.0,debit,Transfer,CHASE SAVINGS,,
6/03/2016,ATM Cash Deposit 7427 5th Avenue,ATM CASH DEPOSIT 06/03 7427 5THAVE BROOKLYN NY,400.0,credit,Income,CHASE SAVINGS,,
6/03/2016,Interest,INTEREST PAYMENT,0.14,credit,Interest Income,CHASE SAVINGS,,
6/03/2016,Isamu Noguchi Founda,Isamu Noguchi Founda Long IslandC NY        06/01,15.0,debit,Uncategorized,TOTAL CHECKING,,
6/03/2016,Transfer from CHASE SAVINGS,Online Transfer from SAV ...4866transaction#: 5438408887,1000.0,credit,Transfer,TOTAL CHECKING,,
6/03/2016,Market Work Wa,MARKET@WORK 2067379149 2067379149 WA         06/02,1.4,debit,Groceries,TOTAL CHECKING,,
6/03/2016,Aperture,APERTURE BROOKLYN NY06/01,19.6,debit,Uncategorized,TOTAL CHECKING,,
6/03/2016,Transfer to CREDIT CARD,Payment to Chase card ending in1097,241.4,debit,Credit Card Payment,TOTAL CHECKING,,
6/03/2016,Semsom,SEMSOM NEW YORK NY06/02,8.17,debit,Uncategorized,TOTAL CHECKING,,
6/02/2016,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 5431194094 from KEVIN WU,30.0,credit,Transfer,TOTAL CHECKING,,
6/02/2016,Nysc Bay Ridge,NYSC BAY RIDGE,19.99,debit,Gym,CREDIT CARD,,
6/01/2016,Groupon,GROUPON INC,50.0,debit,Uncategorized,CREDIT CARD,,
5/31/2016,Chase,Chase QuickPay Electronic Transfer 5391028784 to RICHARD GEE,166.91,debit,Financial,TOTAL CHECKING,,
5/31/2016,20th Ave Farmer,20TH AVE FARMER COLLEGE POINT NY05/31,30.0,debit,Uncategorized,TOTAL CHECKING,,
