Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
4/09/2017,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,123.37,credit,Credit Card Payment,CREDIT CARD,,
4/05/2017,Interest,INTEREST PAYMENT,0.25,credit,Interest Income,CHASE SAVINGS,,
4/04/2017,Key Food,KEY FOOD #1484,16.94,debit,Groceries,CREDIT CARD,,
4/03/2017,Key Food,KEY FOOD #1484,7.26,debit,Groceries,CREDIT CARD,,
4/03/2017,Key Food,KEY FOOD #1484,6.41,debit,Groceries,CREDIT CARD,,
4/02/2017,Gregory's,GREGORY'S CORNER,62.0,debit,Personal Care,CREDIT CARD,,
4/02/2017,Club Freetime,WWW.CLUBFREETIME.COM,4.5,debit,Printing,CREDIT CARD,,
4/02/2017,Amazon,AMAZON MKTPLACE PMTS,68.46,debit,Shopping,CREDIT CARD,,
4/02/2017,Nysc Bay Ridge,NYSC BAY RIDGE,19.99,debit,Health & Fitness,CREDIT CARD,,
3/31/2017,Lot Less,LOT LESS 13,10.5,debit,Home Supplies,CREDIT CARD,,
3/31/2017,Rite Aid,RITE AID STORE - 10574,3.26,debit,Pharmacy,CREDIT CARD,,
3/31/2017,Global Kitchen,GLOBAL KITCHEN,10.72,debit,Restaurants,CREDIT CARD,,
3/31/2017,Cosme,COSME,96.35,debit,Restaurants,CREDIT CARD,,
3/31/2017,Thank You Mobile,Payment Thank You-Mobile,200.0,credit,Credit Card Payment,CREDIT CARD,,
3/31/2017,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,971.88,credit,Paycheck,CHASE SAVINGS,,
3/31/2017,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,173.32,credit,Paycheck,TOTAL CHECKING,,
3/31/2017,Venmo,VENMO            PAYMENT    468003180       WEB ID: 3264681992,430.0,debit,Transfer,TOTAL CHECKING,,
3/31/2017,Chase Ending In,Payment to Chase card ending in1003,200.0,debit,Credit Card Payment,TOTAL CHECKING,,
3/30/2017,Global Kitchen,GLOBAL KITCHEN,0.49,debit,Restaurants,CREDIT CARD,,
3/30/2017,Market Work,MARKET@WORK 2067379149,1.4,debit,Groceries,CREDIT CARD,,
3/30/2017,Sephora,SEPHORA 374,31.03,debit,Personal Care,CREDIT CARD,,
3/28/2017,Rite Aid,RITE AID STORE - 10574,5.29,debit,Pharmacy,CREDIT CARD,,
3/26/2017,Aaron Faber Repairs,AARON FABER REPAIRS,21.78,debit,Uncategorized,CREDIT CARD,,
3/26/2017,Nine,AT NINE,72.44,debit,Uncategorized,CREDIT CARD,,
3/24/2017,ATM Deposit,ATM CHECK DEPOSIT 03/24 7427 5THAVE BROOKLYN NY,1090.82,credit,Income,CHASE SAVINGS,,
3/24/2017,National Grid,NATIONAL GRID NY UTILITYPAYPPD ID: 9177976003,21.95,debit,Utilities,TOTAL CHECKING,,
3/24/2017,Global Kitchen,GLOBAL KITCHEN,3.87,debit,Restaurants,CREDIT CARD,,
3/23/2017,Chase,Chase QuickPay Electronic Transfer 6097231470 to RICHARD GEE,125.0,debit,Financial,TOTAL CHECKING,,
3/17/2017,Thank You Mobile,Payment Thank You-Mobile,2000.0,credit,Credit Card Payment,CREDIT CARD,,
3/17/2017,Thank You Mobile,Payment Thank You-Mobile,44.06,credit,Credit Card Payment,CREDIT CARD,,
3/17/2017,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,924.37,credit,Paycheck,CHASE SAVINGS,,
3/17/2017,Transfer from CHASE COLLEGE,Online Transfer from CHK ...2772transaction#: 6083743736,70.0,credit,Transfer,CHASE SAVINGS,,
3/17/2017,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,147.73,credit,Paycheck,TOTAL CHECKING,,
3/17/2017,Transfer to CHASE SAVINGS,Online Transfer to SAV ...4866 transaction#: 6083743736,70.0,debit,Transfer,TOTAL CHECKING,,
3/17/2017,Chase Ending In,Payment to Chase card ending in1003,2000.0,debit,Credit Card Payment,TOTAL CHECKING,,
3/17/2017,Chase Ending In,Payment to Chase card ending in0411,44.06,debit,Credit Card Payment,TOTAL CHECKING,,
3/16/2017,Asia Society,PAYPAL *ASIA SOCIET,24.0,debit,Entertainment,CREDIT CARD,,
3/13/2017,Lyft,LYFT   *RIDE THU 8PM LYFT.COM CA03/09,4.13,debit,Rental Car & Taxi,TOTAL CHECKING,,
3/13/2017,Lyft,LYFT   *RIDE FRI 7PM LYFT.COM CA03/10,3.27,debit,Rental Car & Taxi,TOTAL CHECKING,,
3/13/2017,Lyft,LYFT   *RIDE FRI 2PM LYFT.COM CA03/10,4.38,debit,Rental Car & Taxi,TOTAL CHECKING,,
3/10/2017,Internal Revenue Service,IRS  TREAS 310     TAX REFPPD ID: 9111736946,1015.0,credit,Federal Tax,TOTAL CHECKING,,
3/07/2017,Lyft,LYFT   *RIDE SUN 1PM LYFT.COM CA03/06,4.2,debit,Rental Car & Taxi,TOTAL CHECKING,,
3/07/2017,Deposit Id Number,DEPOSIT  ID NUMBER 451205,1323.86,credit,Income,TOTAL CHECKING,,
3/06/2017,Bierstrasse Nyc,BIERSTRASSE NYC,9.0,debit,Alcohol & Bars,CREDIT CARD,,
3/03/2017,Thank You Mobile,Payment Thank You-Mobile,19.99,credit,Credit Card Payment,CREDIT CARD,,
3/03/2017,Safelink Wireless,SAFELINK    *WIRELESS,11.06,debit,Internet,CREDIT CARD,,
3/03/2017,Interest,INTEREST PAYMENT,0.2,credit,Interest Income,CHASE SAVINGS,,
3/03/2017,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,935.84,credit,Paycheck,CHASE SAVINGS,,
3/03/2017,Lyft Ride Wed,LYFT   *RIDE WED 10PM LYFT.COM CA            03/01,4.02,debit,Movies & DVDs,TOTAL CHECKING,,
3/03/2017,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,53.92,credit,Paycheck,TOTAL CHECKING,,
