Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
8/02/2017,Nysc Bay Ridge,NYSC BAY RIDGE,19.99,debit,Gym,CREDIT CARD,,
7/31/2017,Gap,GAP US 7802,35.97,debit,Clothing,CREDIT CARD,,
7/31/2017,Dainobu,DAINOBU,10.65,debit,Groceries,CREDIT CARD,,
7/31/2017,Barclays Bk Plc,BARCLAYS BK PLC  DIRECT DEPPPD ID: 9111111103,1000.0,credit,Paycheck,CHASE SAVINGS,,
7/31/2017,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 6407731919 to RICHARD GEE,125.0,debit,Transfer,TOTAL CHECKING,,
7/31/2017,Barclays Bk Plc,BARCLAYS BK PLC  DIRECT DEPPPD ID: 9111111103,418.15,credit,Paycheck,TOTAL CHECKING,,
7/30/2017,Gyu Kaku Restaurant,GYU-KAKU RESTAURANT,21.27,debit,Restaurants,CREDIT CARD,,
7/30/2017,Huertas,HUERTAS,19.06,debit,Restaurants,CREDIT CARD,,
7/28/2017,Br Factory Us,BR FACTORY US 4148,100.98,debit,Clothing,CREDIT CARD,,
7/28/2017,Starbucks,STARBUCKS STORE 07890,3.21,debit,Coffee Shops,CREDIT CARD,,
7/28/2017,Azuki,AZUKI,11.98,debit,Restaurants,CREDIT CARD,,
7/28/2017,Barclays,RA AT BARCLAYS18213959,4.9,debit,Business Services,CREDIT CARD,,
7/28/2017,T J Maxx,T.J. MAXX # 1197,21.74,debit,Clothing,CREDIT CARD,,
7/28/2017,The Wayland,THE WAYLAND,8.0,debit,Restaurants,CREDIT CARD,,
7/28/2017,Venmo,VENMO            PAYMENT    606811887       WEB ID: 3264681992,11.0,debit,Transfer,TOTAL CHECKING,,
7/27/2017,Oceana,OCEANA POKE,13.01,debit,Travel,CREDIT CARD,,
7/26/2017,Bocca,BOCCA,4.3,debit,Restaurants,CREDIT CARD,,
7/26/2017,Avenue C Market Vending Machine,AVE C MKT 8889790062,1.84,debit,Fast Food,CREDIT CARD,,
7/26/2017,Barclays,RA AT BARCLAYS18213959,3.65,debit,Business Services,CREDIT CARD,,
7/26/2017,Key Food,KEY FOOD #1484,2.34,debit,Groceries,CREDIT CARD,,
7/26/2017,National Grid,NATIONAL GRID NY UTILITYPAYPPD ID: 9177976003,20.73,debit,Utilities,TOTAL CHECKING,,
7/26/2017,Barclays Bank De,BARCLAYS BANK DE TRANSFER   000130003806406 WEB ID: 9644880001,5000.0,debit,Transfer,TOTAL CHECKING,,
7/25/2017,Amazon,Amazon.com,18.5,debit,Shopping,CREDIT CARD,,
7/25/2017,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,1470.0,credit,Credit Card Payment,CREDIT CARD,,
7/25/2017,Barclays,RA AT BARCLAYS18213959,2.56,debit,Business Services,CREDIT CARD,,
7/25/2017,Bose,BOSE STORE 224,381.01,credit,Credit Card Payment,CREDIT CARD,,
7/25/2017,Avenue C Market Vending Machine,AVE C MKT 8889790062,3.54,debit,Fast Food,CREDIT CARD,,
7/25/2017,Transfer to CHASE COLLEGE,Online Transfer to CHK ...2772 transaction#: 6392044458,5000.0,debit,Transfer,CHASE SAVINGS,,
7/25/2017,Transfer to CREDIT CARD,Payment to Chase card ending in1003,1470.0,debit,Credit Card Payment,TOTAL CHECKING,,
7/25/2017,Transfer from CHASE SAVINGS,Online Transfer from SAV ...4866transaction#: 6392044458,5000.0,credit,Transfer,TOTAL CHECKING,,
7/24/2017,Marshalls,MARSHALLS #1082,7.6,debit,Clothing,CREDIT CARD,,
7/24/2017,Nordstrom,NORDSTROM RACK #0512,36.22,debit,Clothing,CREDIT CARD,,
7/24/2017,Rite Aid,RITE AID STORE - 10574,12.04,debit,Pharmacy,CREDIT CARD,,
7/24/2017,Mp Llc,MP FLUSHING LLC,9.0,debit,Parking,CREDIT CARD,,
7/24/2017,Forever 21,3006 FOREVER 21,26.94,debit,Clothing,CREDIT CARD,,
7/23/2017,Aldo Us,ALDO US # 2529,35.0,debit,Clothing,CREDIT CARD,,
7/23/2017,Avenue C Market Vending Machine,AVE C MKT 8889790062,3.26,debit,Fast Food,CREDIT CARD,,
7/23/2017,Calle Dao,CALLE DAO,23.46,debit,Restaurants,CREDIT CARD,,
7/23/2017,Deals,DEALS,6.53,debit,Shopping,CREDIT CARD,,
7/21/2017,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,9.8,credit,Credit Card Payment,CREDIT CARD,,
7/21/2017,Transfer to CREDIT CARD,Payment to Chase card ending in1097,9.8,debit,Credit Card Payment,TOTAL CHECKING,,
7/07/2017,Udon West,UDON WEST,29.05,debit,Restaurants,CREDIT CARD,,
7/07/2017,Key Food,KEY FOOD #1484,22.57,debit,Groceries,CREDIT CARD,,
7/07/2017,Deposit Id Number,DEPOSIT  ID NUMBER 741068,1911.72,credit,Income,TOTAL CHECKING,,
7/06/2017,Amazon,Amazon.com,9.8,debit,Shopping,CREDIT CARD,,
7/06/2017,Cafe Duke,CAFE DUKE,12.47,debit,Restaurants,CREDIT CARD,,
7/06/2017,Interest,INTEREST PAYMENT,0.28,credit,Interest Income,CHASE SAVINGS,,
7/06/2017,Venmo,VENMO            PAYMENT    580972226       WEB ID: 3264681992,125.0,debit,Transfer,TOTAL CHECKING,,
7/05/2017,AT&T,AT&T*BILL PAYMENT,250.4,debit,Home Phone,CREDIT CARD,,
7/05/2017,Transfer to CREDIT CARD,Payment to Chase card ending in0411,19.99,debit,Credit Card Payment,TOTAL CHECKING,,
7/05/2017,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 6343316327 from RICHARD GEE,183.0,credit,Transfer,TOTAL CHECKING,,
7/04/2017,Rite Aid,RITE AID STORE - 4227,2.99,debit,Pharmacy,CREDIT CARD,,
7/04/2017,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,19.99,credit,Credit Card Payment,CREDIT CARD,,
7/03/2017,Rite Aid,RITE AID STORE - 4227,3.25,debit,Pharmacy,CREDIT CARD,,
7/03/2017,Barclays Bank De,BARCLAYS BANK DE TRANSFER   000130003742958 WEB ID: 9644630001,500.0,debit,Transfer,TOTAL CHECKING,,
7/03/2017,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 6341993322 from RICHARD GEE,125.2,credit,Transfer,TOTAL CHECKING,,
7/02/2017,Rite Aid,RITE AID STORE - 4227,24.33,debit,Pharmacy,CREDIT CARD,,
7/02/2017,Rite Aid,RITE AID STORE - 4227,26.99,debit,Pharmacy,CREDIT CARD,,
7/02/2017,Rite Aid,RITE AID STORE - 4227,20.0,credit,Pharmacy,CREDIT CARD,,
7/02/2017,Bose,BOSE STORE 224,381.01,debit,Electronics & Software,CREDIT CARD,,
7/02/2017,Point Brazil,POINT BRAZIL INC,3.99,debit,Restaurants,CREDIT CARD,,
7/02/2017,Villa Pizza,VILLA PIZZA GR,7.59,debit,Fast Food,CREDIT CARD,,
7/02/2017,China Max Chicken Now,CHINA MAX & CHICKEN NO,7.59,debit,Furnishings,CREDIT CARD,,
7/02/2017,Barclays,RA AT BARCLAYS18213959,5.05,debit,Business Services,CREDIT CARD,,
7/02/2017,Nysc Bay Ridge,NYSC BAY RIDGE,19.99,debit,Gym,CREDIT CARD,,
6/30/2017,Barclays Bk Plc,BARCLAYS BK PLC  DIRECT DEPPPD ID: 9111111103,1000.0,credit,Paycheck,CHASE SAVINGS,,
6/30/2017,Barclays Bk Plc,BARCLAYS BK PLC  DIRECT DEPPPD ID: 9111111103,930.64,credit,Paycheck,TOTAL CHECKING,,
6/27/2017,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 6324374583 from RICHARD GEE,1964.06,credit,Transfer,TOTAL CHECKING,,
6/27/2017,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 6325749020 to RICHARD GEE,168.72,debit,Transfer,TOTAL CHECKING,,
6/26/2017,O'Sake Japanese Restaurant Inc,O'SAKE JAPANESE REST. INC,182.23,debit,Restaurants,CREDIT CARD,,
6/26/2017,Key Food,KEY FOOD #1484,7.22,debit,Groceries,CREDIT CARD,,
6/26/2017,Key Food,KEY FOOD #1484,23.71,debit,Groceries,CREDIT CARD,,
6/26/2017,Transfer to CREDIT CARD,Payment to Chase card ending in1013,1641.52,debit,Credit Card Payment,TOTAL CHECKING,,
6/26/2017,National Grid,NATIONAL GRID NY UTILITYPAYPPD ID: 9177976003,22.05,debit,Utilities,TOTAL CHECKING,,
6/25/2017,Watawa Japanese Re,WATAWA JAPANESE RE,66.6,debit,Restaurants,CREDIT CARD,,
6/25/2017,Key Food,KEY FOOD #1484,1.39,debit,Groceries,CREDIT CARD,,
6/25/2017,Br Factory Us,BR FACTORY US 4148,71.99,credit,Credit Card Payment,CREDIT CARD,,
6/25/2017,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,1641.52,credit,Credit Card Payment,CREDIT CARD,,
6/23/2017,Barclays,RA AT BARCLAYS18213959,2.44,debit,Business Services,CREDIT CARD,,
6/22/2017,T J Maxx,T.J. MAXX # 1197,16.32,debit,Clothing,CREDIT CARD,,
6/22/2017,MTA,MTA MVM*N316-46 ST,11.5,debit,Public Transportation,CREDIT CARD,,
6/22/2017,Safelink Wireless,SAFELINK    *WIRELESS,11.06,debit,Internet,CREDIT CARD,,
6/22/2017,Barclays,RA AT BARCLAYS18213959,2.61,debit,Business Services,CREDIT CARD,,
6/22/2017,Beet,SQ *BROOKLYN BEET COMPANY,83.51,debit,Uncategorized,CREDIT CARD,,
6/22/2017,Avenue C Market Vending Machine,AVE C MKT 8889790062,2.01,debit,Fast Food,CREDIT CARD,,
6/22/2017,Barclays,RA AT BARCLAYS18213959,5.88,debit,Business Services,CREDIT CARD,,
6/22/2017,Rockaway Jet Ski LLC,ROCKAWAY JET SKI,1654.2,debit,Sports,CREDIT CARD,,
6/22/2017,Key Food,KEY FOOD #1484,5.22,debit,Groceries,CREDIT CARD,,
6/22/2017,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 6313214100 from RICHARD GEE,194.0,credit,Transfer,TOTAL CHECKING,,
6/21/2017,Transfer to CHASE COLLEGE,LUPA,168.72,debit,Transfer,CREDIT CARD,,
6/21/2017,Transfer to CHASE COLLEGE,Amazon.com,56.19,debit,Transfer,CREDIT CARD,,
6/21/2017,Barclays,RA AT BARCLAYS18213959,5.4,debit,Business Services,CREDIT CARD,,
6/21/2017,Stop & Shop,STOP & SHOP 2579,57.63,debit,Groceries,CREDIT CARD,,
6/21/2017,Avenue C Market Vending Machine,AVE C MKT 8889790062,2.17,debit,Fast Food,CREDIT CARD,,
6/20/2017,Bgny Canal Llc,"SQ *BGNY CANAL, LLC",5.44,debit,Coffee Shops,CREDIT CARD,,
6/20/2017,Bocca,BOCCA,3.81,debit,Restaurants,CREDIT CARD,,
6/20/2017,CVS,CVS/PHARMACY #03146,7.34,debit,Pharmacy,CREDIT CARD,,
6/20/2017,Circle K,CIRCLES CAFE,187.39,debit,Gas & Fuel,CREDIT CARD,,
6/20/2017,Transfer from CREDIT CARD,Chase QuickPay Electronic Transfer 6308321670 from RICHARD GEE,168.72,credit,Transfer,TOTAL CHECKING,,
6/20/2017,Barclays Bank De,BARCLAYS BANK DE DEPOSITPPD ID: 9644520001,0.24,credit,Income,TOTAL CHECKING,,
