Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
4/08/2016,Market Work Wa,MARKET@WORK 2067379149 2067379149 WA         04/07,1.25,debit,Groceries,TOTAL CHECKING,,
4/07/2016,ATM Withdrawal,ATM WITHDRAWAL000408  04/0751 W 51ST,40.0,debit,Cash & ATM,TOTAL CHECKING,,
4/05/2016,Uber.com,UBER TECHNOLOGIES INC,37.77,debit,Rental Car & Taxi,CREDIT CARD,,
4/05/2016,Interest,INTEREST PAYMENT,0.17,credit,Interest Income,CHASE SAVINGS,,
4/05/2016,Market Work Wa,MARKET@WORK 2067379149 2067379149 WA         04/04,1.4,debit,Groceries,TOTAL CHECKING,,
4/05/2016,Transfer to CREDIT CARD,Payment to Chase card ending in0411,19.99,debit,Credit Card Payment,TOTAL CHECKING,,
4/05/2016,Transfer from CHASE COLLEGE,Payment Thank You-Mobile,19.99,credit,Credit Card Payment,CREDIT CARD,,
4/04/2016,Rite Aid,RITE AID STORE - 3879 BROOKLYN NY    562814  04/01,2.24,debit,Pharmacy,TOTAL CHECKING,,
4/04/2016,Coffee Lab,SQ *COFFEE LAB INC Brooklyn NY04/03,2.75,debit,Coffee Shops,TOTAL CHECKING,,
4/04/2016,Shangri La Vegetarian,SHANGRI-LA VEGETARIAN I BROOKLYNNY          04/01,20.0,debit,Restaurants,TOTAL CHECKING,,
4/04/2016,Key Food,KEY FOOD # 1484 BROOKLYN NY04/03,19.48,debit,Groceries,TOTAL CHECKING,,
4/04/2016,Duane Reade,Duane Reade 51 W 51ST NEW YORK NY            04/04 Purchase $8.6,28.69,debit,Pharmacy,TOTAL CHECKING,,
4/03/2016,Nysc,NYSC BAY RIDGE,19.99,debit,Personal Care,CREDIT CARD,,
4/01/2016,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,457.78,credit,Paycheck,CHASE SAVINGS,,
4/01/2016,Chase,Chase QuickPay Electronic Transfer 5268260925 to RICHARD GEE,166.91,debit,Financial,TOTAL CHECKING,,
4/01/2016,Axa Equitable Dir,AXA EQUITABLE    DIR DEPPPD ID: 9004030301,686.67,credit,Paycheck,TOTAL CHECKING,,
4/01/2016,Side Dish Cafe,SIDE DISH CAFE JERSEY CITY NJ03/31,5.9,debit,Restaurants,TOTAL CHECKING,,
3/31/2016,Club Freetime,WWW.CLUBFREETIME.COM 646-866-1252 NY         03/31,9.0,debit,Printing,TOTAL CHECKING,,
3/31/2016,Rite Aid,RITE AID STORE - 10574 BROOKLYNNY   945525  03/30,1.16,debit,Pharmacy,TOTAL CHECKING,,
3/30/2016,ATM Withdrawal,ATM WITHDRAWAL007504  03/307427 5TH,140.0,debit,Cash & ATM,TOTAL CHECKING,,
3/25/2016,Market Work Wa,MARKET@WORK 2067379149 2067379149 WA         03/24,3.04,debit,Groceries,TOTAL CHECKING,,
3/24/2016,Market Work Wa,MARKET@WORK 2067379149 2067379149 WA         03/23,1.4,debit,Groceries,TOTAL CHECKING,,
3/23/2016,Side Dish Cafe,SIDE DISH CAFE JERSEY CITY NJ03/22,5.9,debit,Restaurants,TOTAL CHECKING,,
3/23/2016,Market Work Wa,MARKET@WORK 2067379149 2067379149 WA         03/22,2.99,debit,Groceries,TOTAL CHECKING,,
3/22/2016,Thank You Mobile,Payment Thank You-Mobile,865.6,credit,Credit Card Payment,CREDIT CARD,,
3/22/2016,TJ Maxx,TJ TJ MAXX BROOKLYN NY729889  03/22,44.4,debit,Clothing,TOTAL CHECKING,,
3/22/2016,T J Maxx,T.J. MAXX # 1197 BROOKLYN NY03/21,46.12,credit,Income,TOTAL CHECKING,,
3/22/2016,Chase Ending In,Payment to Chase card ending in1097,865.6,debit,Financial,TOTAL CHECKING,,
3/21/2016,T J Maxx,T J MAXX #1092 NEW YORK NY03/20,52.65,debit,Shopping,TOTAL CHECKING,,
3/21/2016,ATM Withdrawal,ATM WITHDRAWAL007473  03/217427 5TH,300.0,debit,Cash & ATM,TOTAL CHECKING,,
3/21/2016,New Leaf,NEW LEAF NEW YORK NY03/19,57.7,debit,Groceries,TOTAL CHECKING,,
3/20/2016,Market Work,MARKET@WORK 2067379149,1.4,debit,Groceries,CREDIT CARD,,
3/20/2016,Eva Air,EVA AIR     6951825129967,746.47,debit,Air Travel,CREDIT CARD,,
3/20/2016,Hostel World,HOSTEL WORLD,19.23,debit,Hotel,CREDIT CARD,,
3/20/2016,Bills,BILLS ROCK,27.22,debit,Fast Food,CREDIT CARD,,
3/20/2016,Market Work,MARKET@WORK 2067379149,1.4,debit,Groceries,CREDIT CARD,,
3/18/2016,Transfer to CHASE COLLEGE,Online Transfer to CHK ...2772 transaction#: 5268656268,1500.0,debit,Transfer,CHASE SAVINGS,,
