Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
9/30/2019,INVESCO S&P 500 EQUAL WEIGHT CONSUMER DISCRETIONARY ETF,INVESCO S&P 500 EQUAL WEIGHT CONSUMER DISCRETIONARY ETF,14.24,credit,Dividend & Cap Gains,Individual ...852,,
9/29/2019,TST* FUKU - HUDSON YARDS,TST* FUKU - HUDSON YARDS,12.52,debit,Coffee Shops,CREDIT CARD,,
9/29/2019,Dollar Tree,DOLLAR TREE,1.09,debit,Office Supplies,CREDIT CARD,,
9/29/2019,Butcher Bar,TST* BUTCHER BAR ASTORIA,47.31,debit,Food & Dining,CREDIT CARD,,
9/29/2019,Amazon,AmazonStores,96.59,debit,Gift,CREDIT CARD,,
9/29/2019,Dollar Tree,DOLLAR TREE,3.27,debit,Office Supplies,CREDIT CARD,,
9/27/2019,Whole Foods,WHOLEFDS CIR 10160,24.07,debit,Groceries,CREDIT CARD,,
9/27/2019,iTunes,PP*ITUNES.COM/BILL,5.43,debit,Music,CREDIT CARD,,
9/27/2019,ATM CHECK DEPOSIT 09/27 3105 30T H AVE ASTORIA NY,ATM CHECK DEPOSIT 09/27 3105 30T,15000.0,credit,Income,TOTAL CHECKING,,
9/27/2019,SPDR DOW JONES INTER REAL ESTATE ETF,SPDR DOW JONES INTER REAL ESTATE ETF,9.8,debit,Investments,Individual ...852,,
9/26/2019,Key Food,KEY FOOD 1620,14.56,debit,Groceries,CREDIT CARD,,
9/26/2019,Century Theaters,CENTURY TWENTY ONE #20,5.79,debit,Home,CREDIT CARD,,
9/26/2019,SPDR DOW JONES INTER REAL ESTATE ETF,SPDR DOW JONES INTER REAL ESTATE ETF,9.8,credit,Dividend & Cap Gains,Individual ...852,,
9/25/2019,Century Theaters,CENTURY TWENTY ONE #20,6.52,debit,Home,CREDIT CARD,,
9/25/2019,TRADE FAIR #7,TRADE FAIR #7,9.07,debit,Groceries,CREDIT CARD,,
9/25/2019,SPDR S&P 500 HIGH DIVIDEND ETF,SPDR S&P 500 HIGH DIVIDEND ETF,12.53,credit,Dividend & Cap Gains,Individual ...852,,
9/24/2019,Dollar Tree,DOLLAR TREE,4.36,debit,Office Supplies,CREDIT CARD,,
9/24/2019,Rite Aid,RITE AID STORE - 10569,17.48,debit,Pharmacy,CREDIT CARD,,
9/24/2019,SAI ORGANICS7182781726,SAI ORGANICS7182781726,7.58,debit,Groceries,CREDIT CARD,,
9/24/2019,SAI ORGANICS7182781726,SAI ORGANICS7182781726,10.73,debit,Groceries,CREDIT CARD,,
