Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
3/06/2020,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,2.46,credit,Dividend & Cap Gains,Individual ...852,,
3/04/2020,Vanguard,VANGUARD BUY     INVESTMENT 6916,1500.0,debit,Financial,TOTAL CHECKING,,
3/04/2020,NYSC-EAST 36 ST,NYSC-EAST 36 ST,19.99,debit,Gym,CREDIT CARD,,
3/04/2020,Starbucks,STARBUCKS STORE 02864,2.89,debit,Coffee Shops,CREDIT CARD,,
3/04/2020,Key Food,KEY FOOD 1620,12.0,debit,Groceries,CREDIT CARD,,
3/04/2020,GOLDSTAREVT,PAYPAL *GOLDSTAREVT,157.5,debit,Gift,CREDIT CARD,,
3/03/2020,DISCOVERY BENEFI CLAIM REIM 0006 502813 WEB ID: 1900058554,DISCOVERY BENEFI CLAIM REIM 0006,127.0,credit,Credit Card Payment,TOTAL CHECKING,,
3/02/2020,AUNT GINNY'S,SQ *AUNT GINNY'S,25.33,debit,Alcohol & Bars,CREDITCARD Account,,
3/02/2020,MILK & PULL 2,SQ *MILK & PULL 2,8.89,debit,Coffee Shops,CREDIT CARD,,
3/02/2020,SPA 88,SPA 88,50.0,debit,Spa & Massage,CREDIT CARD,,
3/02/2020,Key Food,KEY FOOD 1620,4.56,debit,Groceries,CREDIT CARD,,
3/02/2020,Venmo,VENMO            PAYMENT    3181,57.0,debit,Transfer,TOTAL CHECKING,,
3/02/2020,Venmo,VENMO            PAYMENT    3180,13.0,debit,Transfer,TOTAL CHECKING,,
2/29/2020,Dollar Tree,DOLLAR TREE,1.09,debit,Shopping,CREDITCARD Account,,
2/28/2020,Dollar Tree,DOLLAR TREE,8.71,debit,Shopping,CREDITCARD Account,,
2/28/2020,400 FIFTH AVENUE BAKERY L,400 FIFTH AVENUE BAKERY L,5.9,debit,Restaurants,CREDITCARD Account,,
2/28/2020,KNOTEL INC DIRECT DEP PPD ID: 9111111101,KNOTEL INC       DIRECT DEP,2055.16,credit,Paycheck,TOTAL CHECKING,,
2/28/2020,SALA ONE NINE,SALA ONE NINE,70.97,debit,Restaurants,CREDIT CARD,,
2/28/2020,Interest Paid,Interest Paid,0.03,credit,Interest Income,Investor Checking ...125,,
2/27/2020,Dunkin Donuts,DUNKIN #352263 Q35,15.49,debit,Coffee Shops,CREDITCARD Account,,
2/24/2020,SAI ORGANICS7182781726,SAI ORGANICS7182781726,14.8,debit,Groceries,CREDITCARD Account,,
