Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
9/21/2020,CITI BIKE NYC,CITI BIKE NYC,3.27,debit,Credit Card Payment,CREDIT CARD,,
9/21/2020,Fandango,FANDANGONOW,7.99,debit,Movies & DVDs,CREDIT CARD,,
9/21/2020,CITI BIKE NYC,CITI BIKE NYC,3.27,debit,Credit Card Payment,CREDIT CARD,,
9/21/2020,Venmo,VENMO            PAYMENT    4462,55.0,debit,Transfer,TOTAL CHECKING,,
9/20/2020,Apple,PP*APPLE.COM/BILL,2.99,debit,Subscriptions,CREDIT CARD,,
9/20/2020,TST* DINO S PIZZA & PASTA,TST* DINO S PIZZA & PASTA,21.18,debit,Restaurants,CREDIT CARD,,
9/20/2020,SOFT SWERVE,SQ *SOFT SWERVE,6.53,debit,Food & Dining,CREDIT CARD,,
9/18/2020,Sephora,PAYPAL *SEPHORA USA,76.22,debit,Clothing,CREDIT CARD,,
9/18/2020,Food Emporium,FOOD EMPORIUM #2220,10.97,debit,Groceries,CREDIT CARD,,
9/18/2020,Apple,PP*APPLE.COM/BILL,1.08,debit,Subscriptions,CREDIT CARD,,
9/18/2020,Salvation Army,THE SALVATION ARMY 2107,3.48,debit,Charity,CREDIT CARD,,
9/18/2020,Dollar General,DOLLAR GENERAL #19203,8.55,debit,Shopping,CREDIT CARD,,
9/18/2020,Payment Thank You-Mobile,Payment Thank You-Mobile,663.43,credit,Credit Card Payment,CREDIT CARD,,
9/18/2020,Chase card ending in 9575 09/18,Payment to Chase card ending in,663.43,debit,Credit Card Payment,TOTAL CHECKING,,
9/15/2020,SPECTRUM,SPECTRUM,50.8,debit,Parking,CREDIT CARD,,
9/15/2020,LEE'S FAMILY FARM CORP,LEE'S FAMILY FARM CORP,13.74,debit,Groceries,CREDIT CARD,,
9/15/2020,CAPITAL ONE MOBILE payment 0258 39800680266 WEB ID: 9279744980,CAPITAL ONE      MOBILE PMT 0258,199.89,debit,Credit Card Payment,TOTAL CHECKING,,
9/15/2020,FIRST EAGLE INVE PAYROLL PPD ID: 6506940773,FIRST EAGLE INVE PAYROLL,2918.55,credit,Paycheck,TOTAL CHECKING,,
9/14/2020,CAPITAL ONE MOBILE payment AuthDate 13-S ep,CAPITAL ONE MOBILE PYMT AuthDate 13-S ep,199.89,credit,Credit Card Payment,CREDITCARD Account,,
9/14/2020,Food Emporium,FOOD EMPORIUM #2220,20.79,debit,Groceries,CREDIT CARD,,
9/14/2020,Duane Reade,DUANE READE #14423,11.44,debit,Pharmacy,CREDIT CARD,,
9/13/2020,LIFE IS MY MOVIE ENT,LIFE IS MY MOVIE ENT,9.99,debit,Movies & DVDs,CREDIT CARD,,
9/11/2020,Apple,PP*APPLE.COM/BILL,2.16,debit,Subscriptions,CREDIT CARD,,
9/09/2020,FRODY ROMA NORTE,FRODY ROMA NORTE,3.16,debit,Restaurants,CREDITCARD Account,,
9/09/2020,National Grid,NATIONAL GRID NY UTILITYPAY,23.73,debit,Utilities,TOTAL CHECKING,,
9/09/2020,Venmo,VENMO            PAYMENT    4406,1000.0,debit,Transfer,TOTAL CHECKING,,
9/09/2020,Food Emporium,FOOD EMPORIUM #2220,23.75,debit,Groceries,CREDIT CARD,,
9/09/2020,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,1.84,debit,Investments,Individual ...852,,
9/08/2020,SALUTE INTERNAL,SALUTE INTERNAL,10.5,debit,Doctor,CREDITCARD Account,,
9/08/2020,FARM SIMILARES SUC 389,FARM SIMILARES SUC 389,9.94,debit,Pharmacy,CREDITCARD Account,,
9/08/2020,ATM CASH DEPOSIT 09/08 3105 30TH AVE ASTORIA NY,ATM CASH DEPOSIT 09/08 3105 30TH,800.0,credit,Income,TOTAL CHECKING,,
9/08/2020,Lyft,PAYPAL *LYFT PENDING,50.85,debit,Rental Car & Taxi,CREDIT CARD,,
9/08/2020,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,1.84,credit,Dividend & Cap Gains,Individual ...852,,
9/07/2020,LOSDANZANTESCOYOACAN,LOSDANZANTESCOYOACAN,55.55,debit,Restaurants,CREDITCARD Account,,
9/07/2020,REST ROSETTA,REST ROSETTA,6.61,debit,Restaurants,CREDITCARD Account,,
9/06/2020,Lyft,PAYPAL *LYFT PENDING,43.78,debit,Rental Car & Taxi,CREDIT CARD,,
9/05/2020,DUFRY MEXICO T160,DUFRY MEXICO T160,18.0,debit,Alcohol & Bars,CREDITCARD Account,,
9/04/2020,Rite Aid,RITE AID STORE - 10569,4.0,debit,Shopping,CREDIT CARD,,
9/03/2020,Global Entry Benefit,Global Entry benefit stat ement credit,100.0,credit,Credit Card Payment,CREDITCARD Account,,
9/02/2020,C272818 34-02 30TH STRE ASTORIA,C272818 34-02 30TH STRE ASTORIA,81.75,debit,Groceries,Investor Checking ...125,,
9/02/2020,WORLDWIDE INSURANCE SERVI,WORLDWIDE INSURANCE SERVI,10.22,debit,Financial,CREDITCARD Account,,
9/02/2020,Apple,PP*APPLE.COM/BILL,1.08,debit,Subscriptions,CREDIT CARD,,
9/02/2020,Online Transfer 10219072727 to S antander ######5063 transaction #: 10219072727 09/02,Online Transfer 10219072727 to S,800.0,debit,Transfer,TOTAL CHECKING,,
9/01/2020,USCUSTOMS TRUSTEDTRAVELER,USCUSTOMS TRUSTEDTRAVELER,100.0,debit,Travel,CREDITCARD Account,,
9/01/2020,Venmo,VENMO            PAYMENT    4359,193.0,debit,Transfer,TOTAL CHECKING,,
9/01/2020,Vanguard,VANGUARD BUY     INVESTMENT 9615,5000.0,debit,Hide from Budgets & Trends,TOTAL CHECKING,,
9/01/2020,BIBBLE & SIP,SQ *BIBBLE & SIP,5.25,debit,Coffee Shops,CREDIT CARD,,
9/01/2020,LK ADVANCED DENTISTRY,SQ *LK ADVANCED DENTISTRY,118.8,debit,Dentist,CREDIT CARD,,
9/01/2020,Krispy Kreme,KRISPY KREME #0205,16.49,debit,Coffee Shops,CREDIT CARD,,
8/31/2020,ATM Fee Rebate,ATM Fee Rebate,6.24,credit,ATM Fee,Investor Checking ...125,,
8/31/2020,Interest Paid,Interest Paid,0.02,credit,Interest Income,Investor Checking ...125,,
8/31/2020,MEDITERRANEAN FOODS I,MEDITERRANEAN FOODS I,24.62,debit,Groceries,CREDITCARD Account,,
8/31/2020,KING OF FALAFEL & SHA,SQ *KING OF FALAFEL & SHA,11.43,debit,Fast Food,CREDITCARD Account,,
8/31/2020,CAPITAL ONE MOBILE payment 0241 39800338514 WEB ID: 9279744980,CAPITAL ONE      MOBILE PMT 0241,553.36,debit,Credit Card Payment,TOTAL CHECKING,,
8/31/2020,FIRST EAGLE INVE PAYROLL PPD ID: 6506940773,FIRST EAGLE INVE PAYROLL,3053.32,credit,Paycheck,TOTAL CHECKING,,
8/31/2020,QuickPay with Zelle payment to R ICHARD GEE 10195975229,QuickPay with Zelle payment to R,154.0,debit,Transfer,TOTAL CHECKING,,
8/30/2020,LGT FOOD CORP,LGT FOOD CORP,23.22,debit,Food & Dining,CREDIT CARD,,
8/30/2020,Walgreens,WALGREENS #1180,13.35,debit,Pharmacy,CREDIT CARD,,
8/28/2020,CAPITAL ONE MOBILE payment AuthDate 04-Aug,CAPITAL ONE MOBILE PYMT AuthDate 04-A ug,553.36,credit,Credit Card Payment,CREDITCARD Account,,
8/28/2020,Food New York,Food New York,50.0,debit,Groceries,Cash,,
8/27/2020,DISCOVERY BENEFI PLAN DISTR PPD ID: 1900058554,DISCOVERY BENEFI PLAN DISTR,1775.02,credit,Credit Card Payment,TOTAL CHECKING,,
8/26/2020,eBay,PAYPAL *INIMA EBAY INIMA,48.94,debit,Shopping,CREDIT CARD,,
8/25/2020,To 34 20 Realty LLC 08/25,Online Payment 10175484930 To 34,1573.25,debit,Mortgage & Rent,TOTAL CHECKING,,
8/24/2020,Dunkin Donuts,DUNKIN #330027 Q35,12.04,debit,Food & Dining,CREDIT CARD,,
8/24/2020,Food Emporium,FOOD EMPORIUM #2220,15.97,debit,Groceries,CREDIT CARD,,
8/24/2020,BAYRIDGE DISCOUNT LIQUORS,BAYRIDGE DISCOUNT LIQUORS,28.3,debit,Food & Dining,CREDIT CARD,,
8/20/2020,Venmo,VENMO            PAYMENT    4300,77.0,debit,Transfer,TOTAL CHECKING,,
8/19/2020,Apple,PP*APPLE.COM/BILL,2.99,debit,Subscriptions,CREDIT CARD,,
8/18/2020,Consolidated Edison,CON ED OF NY     INTELL CK,22.2,debit,Utilities,TOTAL CHECKING,,
8/18/2020,Apple,PP*APPLE.COM/BILL,5.43,debit,Subscriptions,CREDIT CARD,,
8/17/2020,Venmo Cashout Ppd,VENMO            CASHOUT,20.0,credit,Income,TOTAL CHECKING,,
8/17/2020,QuickPay with Zelle payment to R ena Soogrim 10128973867,QuickPay with Zelle payment to R,50.0,debit,Transfer,TOTAL CHECKING,,
8/17/2020,Food Emporium,FOOD EMPORIUM #2220,7.68,debit,Groceries,CREDIT CARD,,
8/17/2020,Lyft,PAYPAL *LYFT PENDING,42.05,debit,Rental Car & Taxi,CREDIT CARD,,
8/16/2020,WHIT?S END,SQ *WHIT?S END,26.14,debit,Restaurants,CREDIT CARD,,
8/16/2020,SPECTRUM,SPECTRUM,64.99,debit,Utilities,CREDIT CARD,,
8/16/2020,Fresh Market,CITY FRESH MARKET,10.35,debit,Groceries,CREDIT CARD,,
8/14/2020,LGT FOOD CORP,LGT FOOD CORP,18.99,debit,Food & Dining,CREDIT CARD,,
8/14/2020,Rite Aid,Offer:Rite Aid,0.99,credit,Shopping,CREDIT CARD,,
8/14/2020,FIRST EAGLE INVE PAYROLL PPD ID: 6506940773,FIRST EAGLE INVE PAYROLL,2019.05,credit,Paycheck,TOTAL CHECKING,,
8/12/2020,National Grid,NATIONAL GRID,22.05,debit,Utilities,CREDIT CARD,,
8/12/2020,Rite Aid,RITE AID STORE - 10569,19.77,debit,Shopping,CREDIT CARD,,
8/12/2020,Payment Thank You-Mobile,Payment Thank You-Mobile,854.06,credit,Credit Card Payment,CREDIT CARD,,
8/12/2020,Chase card ending in 9575 08/12,Payment to Chase card ending in,854.06,debit,Credit Card Payment,TOTAL CHECKING,,
8/11/2020,Dollar Tree,DOLLAR TREE,3.27,debit,Shopping,CREDIT CARD,,
8/11/2020,National Grid,NATIONAL GRID NY UTILITYPAY,27.2,debit,Utilities,TOTAL CHECKING,,
8/10/2020,SALUTE INTERNAL,SALUTE INTERNAL,9.85,debit,Food & Dining,CREDITCARD Account,,
8/10/2020,Fresh Market,CITY FRESH MARKET,30.52,debit,Groceries,CREDIT CARD,,
8/10/2020,Key Food,KEY FOOD 1620,9.98,debit,Groceries,CREDIT CARD,,
8/10/2020,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,1.75,debit,Investments,Individual ...852,,
8/09/2020,Lyft,PAYPAL *LYFT PENDING,59.09,debit,Rental Car & Taxi,CREDIT CARD,,
8/09/2020,Spotify,Spotify USA,9.99,debit,Subscriptions,CREDIT CARD,,
8/07/2020,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,1.75,credit,Dividend & Cap Gains,Individual ...852,,
