Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
11/01/2020,Lyft,LYFT   RIDE FRI 2PM,60.82,debit,Rental Car & Taxi,CREDIT CARD,,
10/30/2020,FIRST EAGLE INVE PAYROLL PPD ID: 6506940773,FIRST EAGLE INVE PAYROLL,2841.34,credit,Paycheck,TOTAL CHECKING,,
10/30/2020,Interest Paid,Interest Paid,0.02,credit,Interest Income,Investor Checking ...125,,
10/29/2020,Rite Aid,RITE AID STORE - 10569,30.91,debit,Shopping,CREDIT CARD,,
10/28/2020,WORLDWIDE INSURANCE SE,WORLDWIDE INSURANCE SE,21.34,debit,Financial,CREDIT CARD,,
10/27/2020,Apple,PP*APPLE.COM/BILL,5.43,debit,Subscriptions,CREDIT CARD,,
10/26/2020,To 34 20 Realty LLC 10/26,Online Payment 10504198551 To 34,1573.25,debit,Mortgage & Rent,TOTAL CHECKING,,
10/26/2020,Venmo,VENMO            PAYMENT    4657,30.0,debit,Transfer,TOTAL CHECKING,,
10/26/2020,Venmo,VENMO            PAYMENT    4652,60.0,debit,Transfer,TOTAL CHECKING,,
10/26/2020,Food Emporium,FOOD EMPORIUM #2220,5.19,debit,Groceries,CREDIT CARD,,
10/26/2020,VistaPrint,PAYPAL *VISTAPRINT,44.79,credit,Printing,CREDIT CARD,,
10/25/2020,Duane Reade,DUANE READE #14423,34.35,debit,Pharmacy,CREDIT CARD,,
10/25/2020,VistaPrint,PAYPAL *VISTAPRINT,44.79,debit,Printing,CREDIT CARD,,
10/25/2020,ATHLETICGRE,PAYPAL *ATHLETICGRE,153.0,debit,Gift,CREDIT CARD,,
10/25/2020,Sephora,PAYPAL *SEPHORA USA,68.58,credit,Clothing,CREDIT CARD,,
10/23/2020,Delta,DELTA      00675900541341,266.71,debit,Air Travel,CREDIT CARD,,
10/23/2020,BCD TOFU HOUSE,BCD TOFU HOUSE,62.24,debit,Restaurants,CREDIT CARD,,
10/23/2020,Venmo Cashout Ppd,VENMO            CASHOUT,266.0,credit,Income,TOTAL CHECKING,,
10/22/2020,Online Transfer 10504480164 to S antander ######5063 transaction #: 10504480164 10/22,Online Transfer 10504480164 to S,780.0,debit,Transfer,TOTAL CHECKING,,
10/21/2020,Food Emporium,FOOD EMPORIUM #2220,22.98,debit,Groceries,CREDIT CARD,,
10/20/2020,Payment Thank You - Web,Payment Thank You - Web,166.47,credit,Credit Card Payment,CREDIT CARD,,
10/20/2020,Payment Thank You - Web,Payment Thank You - Web,194.22,credit,Credit Card Payment,CREDIT CARD,,
10/20/2020,Chase card ending in 9575 10/20,Payment to Chase card ending in,166.47,debit,Credit Card Payment,TOTAL CHECKING,,
10/20/2020,First Eagle Inve,FIRST EAGLE INVE CORP PMT   4267,140.0,credit,Income,TOTAL CHECKING,,
10/20/2020,Chase card ending in 5933 10/20,Payment to Chase card ending in,194.22,debit,Credit Card Payment,TOTAL CHECKING,,
10/19/2020,MEDITERRANEAN FOODS I,MEDITERRANEAN FOODS I,16.22,debit,Groceries,CREDIT CARD,,
10/19/2020,Food Emporium,FOOD EMPORIUM #2220,8.68,debit,Groceries,CREDIT CARD,,
10/19/2020,Il Fornaio,IL FORNAIO DUE,10.92,debit,Restaurants,CREDIT CARD,,
10/19/2020,Apple,PP*APPLE.COM/BILL,2.99,debit,Subscriptions,CREDIT CARD,,
10/18/2020,REBOUND RET,PAYPAL *REBOUND RET,5.0,debit,Electronics & Software,CREDIT CARD,,
10/18/2020,Food Emporium,FOOD EMPORIUM #2220,5.0,debit,Groceries,CREDIT CARD,,
10/16/2020,Rite Aid,RITE AID STORE - 10569,14.29,debit,Shopping,CREDIT CARD,,
10/16/2020,SPECTRUM,SPECTRUM,54.99,debit,Parking,CREDIT CARD,,
10/15/2020,STRONGER AB,PAYPAL *STRONGER AB,85.0,debit,Gift,CREDIT CARD,,
10/15/2020,Vanguard,VANGUARD BUY     INVESTMENT 9615,2000.0,debit,Financial,TOTAL CHECKING,,
10/15/2020,FIRST EAGLE INVE PAYROLL PPD ID: 6506940773,FIRST EAGLE INVE PAYROLL,2841.35,credit,Paycheck,TOTAL CHECKING,,
10/15/2020,LGT FOOD CORP,LGT FOOD CORP,24.36,debit,Food & Dining,CREDIT CARD,,
10/15/2020,Lyft,PAYPAL *LYFT PENDING,45.4,debit,Rental Car & Taxi,CREDIT CARD,,
10/14/2020,MAYSON KAYSER AEROPUE,MAYSON KAYSER AEROPUE,11.46,debit,Restaurants,CREDITCARD Account,,
