Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
12/16/2019,Venmo,VENMO            PAYMENT    2856,36.5,debit,Transfer,TOTAL CHECKING,,
12/16/2019,SPECTRUM,SPECTRUM,49.99,debit,Bills & Utilities,CREDIT CARD,,
12/16/2019,SAI ORGANICS7182781726,SAI ORGANICS7182781726,16.86,debit,Groceries,CREDIT CARD,,
12/16/2019,MEDITERRANEAN FOODS I,MEDITERRANEAN FOODS I,18.5,debit,Groceries,CREDIT CARD,,
12/16/2019,SAI ORGANICS7182781726,SAI ORGANICS7182781726,8.0,debit,Groceries,CREDIT CARD,,
12/13/2019,KNOTEL INC DIRECT DEP PPD ID: 9111111101,KNOTEL INC       DIRECT DEP,2418.5,credit,Paycheck,TOTAL CHECKING,,
12/12/2019,KICOPI 32 INC,KICOPI 32 INC,9.46,debit,Restaurants,CREDIT CARD,,
12/11/2019,Dollar Tree,DOLLAR TREE,1.09,debit,Pharmacy,CREDIT CARD,,
12/11/2019,Apple,PP*APPLE.COM/BILL,1.08,debit,Electronics & Software,CREDIT CARD,,
12/11/2019,Rite Aid,RITE AID STORE - 10569,13.87,debit,Pharmacy,CREDIT CARD,,
12/10/2019,CVS,Offer:CVS,0.33,credit,Pharmacy,CREDIT CARD,,
12/09/2019,TAIMW22NDST,PAYPAL *TAIMW22NDST,61.27,debit,Restaurants,CREDIT CARD,,
12/09/2019,Payment Thank You-Mobile,Payment Thank You-Mobile,455.07,credit,Credit Card Payment,CREDIT CARD,,
12/09/2019,PRICE CHOICE 2304,PRICE CHOICE 2304,14.63,debit,Groceries,CREDIT CARD,,
12/09/2019,QuickPay with Zelle payment to R ICHARD GEE 8949370942,QuickPay with Zelle payment to R,153.22,debit,Credit Card Payment,TOTAL CHECKING,,
12/09/2019,Chase card ending in 9575 12/09,Payment to Chase card ending in,455.07,debit,Credit Card Payment,TOTAL CHECKING,,
12/09/2019,National Grid,NATIONAL GRID NY UTILITYPAY,23.17,debit,Utilities,TOTAL CHECKING,,
12/09/2019,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,2.82,debit,Investments,Individual ...852,,
12/08/2019,Spotify,Spotify USA,9.99,debit,Music,CREDIT CARD,,
12/08/2019,Trader Joe's,TRADER JOE'S #543  QPS,53.75,debit,Groceries,CREDIT CARD,,
12/08/2019,CVS,CVS/PHARMACY #10583,3.32,debit,Pharmacy,CREDIT CARD,,
12/08/2019,THE HIGHWATER,THE HIGHWATER,35.4,debit,Alcohol & Bars,CREDIT CARD,,
12/06/2019,Venmo,VENMO            PAYMENT    2820,21.5,debit,Transfer,TOTAL CHECKING,,
12/06/2019,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,2.82,credit,Dividend & Cap Gains,Individual ...852,,
12/05/2019,DISCOVERY BENEFI CLAIM REIM 0006 209798 WEB ID: 1900058554,DISCOVERY BENEFI CLAIM REIM 0006,173.0,credit,Credit Card Payment,TOTAL CHECKING,,
12/05/2019,Chase card ending in 5933 12/05,Payment to Chase card ending in,974.01,debit,Credit Card Payment,TOTAL CHECKING,,
12/05/2019,Key Food,KEY FOOD 1620,9.47,debit,Groceries,CREDIT CARD,,
12/05/2019,NYU PHYSICIAN SERVICES,NYU PHYSICIAN SERVICES,20.0,debit,Doctor,CREDIT CARD,,
12/05/2019,Payment Thank You-Mobile,Payment Thank You-Mobile,974.01,credit,Credit Card Payment,CREDIT CARD,,
12/04/2019,The Pho 2 Inc,The Pho 2 Inc,27.95,debit,Restaurants,CREDIT CARD,,
