Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
5/05/2023,VENMO            PAYMENT    1026,VENMO            PAYMENT    1026,13.0,debit,Transfer,TOTAL CHECKING,,
5/03/2023,PAYPAL *POSHMARK,PAYPAL *POSHMARK,17.97,debit,Clothing,CREDIT CARD,,
5/02/2023,ABC*NYSC,ABC*NYSC,41.79,debit,Gym,CREDIT CARD,,
5/02/2023,PAYPAL *POSHMARK,PAYPAL *POSHMARK,22.97,debit,Clothing,CREDIT CARD,,
5/01/2023,VENMO            CASHOUT,VENMO            CASHOUT,48.0,credit,Transfer,TOTAL CHECKING,,
5/01/2023,CAPITAL ONE      MOBILE PMT 3RJJ,CAPITAL ONE      MOBILE PMT 3RJJ,889.93,debit,Credit Card Payment,TOTAL CHECKING,,
5/01/2023,PAYPAL *HBO MAX,PAYPAL *HBO MAX,15.99,debit,Entertainment,CREDIT CARD,,
4/30/2023,PAYPAL *POSHMARK,PAYPAL *POSHMARK,22.96,debit,Clothing,CREDIT CARD,,
4/28/2023,PAYPAL *EBAY US,PAYPAL *EBAY US,21.76,debit,Shopping,CREDIT CARD,,
4/28/2023,FIRST EAGLE INVE PAYROLL,FIRST EAGLE INVE PAYROLL,1346.45,credit,Paycheck,TOTAL CHECKING,,
4/28/2023,ATM WITHDRAWAL 008317 04/28180 CANAL,ATM WITHDRAWAL,200.0,debit,Cash & ATM,TOTAL CHECKING,,
4/27/2023,ATM Fee Rebate,ATM Fee Rebate,11.74,credit,ATM Fee,Investor Checking ...125,,
4/27/2023,Interest Paid,Interest Paid,0.35,credit,Interest Income,Investor Checking ...125,,
4/26/2023,PAYPAL *SPOTIFYUSAI,PAYPAL *SPOTIFYUSAI,9.99,debit,Music,CREDIT CARD,,
4/25/2023,PAYPAL *ULTASALONCO,PAYPAL *ULTASALONCO,47.91,debit,Personal Care,CREDIT CARD,,
4/24/2023,VENMO            PAYMENT    1026,VENMO            PAYMENT    1026,129.36,debit,Transfer,TOTAL CHECKING,,
4/24/2023,Online Payment 17121772708 To 34,Online Payment 17121772708 To 34,1522.5,debit,Mortgage & Rent,TOTAL CHECKING,,
4/24/2023,VENMO            PAYMENT    1026,VENMO            PAYMENT    1026,67.0,debit,Transfer,TOTAL CHECKING,,
4/23/2023,PAYPAL *POSHMARK,PAYPAL *POSHMARK,32.97,debit,Clothing,CREDIT CARD,,
4/21/2023,VENMO            CASHOUT,VENMO            CASHOUT,46.0,credit,Transfer,TOTAL CHECKING,,
4/20/2023,Apple,PP*APPLE.COM/BILL,2.99,debit,Subscriptions,CREDIT CARD,,
4/19/2023,MTA*NYCT PAYGO,MTA*NYCT PAYGO,2.75,debit,Public Transportation,CREDIT CARD,,
4/19/2023,PAYPAL *MEMORIALSLO,PAYPAL *MEMORIALSLO,25.0,debit,Charity,CREDIT CARD,,
4/18/2023,Payment to Chase card ending in,Payment to Chase card ending in,100.2,debit,Credit Card Payment,TOTAL CHECKING,,
4/18/2023,Payment to Chase card ending in,Payment to Chase card ending in,3.12,debit,Credit Card Payment,TOTAL CHECKING,,
4/18/2023,Payment Thank You-Mobile,Payment Thank You-Mobile,100.2,credit,Credit Card Payment,CREDIT CARD,,
4/18/2023,KEY FOOD 1620,KEY FOOD 1620,1.89,debit,Groceries,CREDIT CARD,,
4/18/2023,Payment Thank You-Mobile,Payment Thank You-Mobile,3.12,credit,Credit Card Payment,CREDIT CARD,,
4/17/2023,LYFT   *1 RIDE 04-15,LYFT   *1 RIDE 04-15,34.9,debit,Ride Share,CREDIT CARD,,
4/17/2023,PAYPAL *UBER,PAYPAL *UBER,26.56,debit,Ride Share,CREDIT CARD,,
4/17/2023,PAYPAL *UBER,PAYPAL *UBER,7.23,debit,Ride Share,CREDIT CARD,,
4/16/2023,Spectrum,Spectrum,24.99,debit,Internet,CREDIT CARD,,
4/16/2023,PAYPAL *GRUBHUBFOOD TAMME,PAYPAL *GRUBHUBFOOD TAMME,3.12,debit,Food Delivery,CREDIT CARD,,
4/14/2023,FIRST EAGLE INVE PAYROLL,FIRST EAGLE INVE PAYROLL,1303.8,credit,Paycheck,TOTAL CHECKING,,
4/13/2023,CAPITAL ONE      MOBILE PMT 3RFJ,CAPITAL ONE      MOBILE PMT 3RFJ,1114.84,debit,Credit Card Payment,TOTAL CHECKING,,
4/12/2023,NATIONAL GRID NY UTILITYPAY,NATIONAL GRID NY UTILITYPAY,24.49,debit,Utilities,TOTAL CHECKING,,
4/10/2023,Zelle payment to RICHARD GEE 170,Zelle payment to RICHARD GEE 170,30.0,debit,Transfer,TOTAL CHECKING,,
4/04/2023,BANCOMER BBVA NO/INFORM PLAYA DEL CAR,BANCOMER BBVA NO/INFORM PLAYA DEL CAR,65.23,debit,Cash & ATM,Investor Checking ...125,,
4/04/2023,LYFT   *1 RIDE 04-02,LYFT   *1 RIDE 04-02,24.85,debit,Ride Share,CREDIT CARD,,
4/04/2023,PAYPAL *EBAY US,PAYPAL *EBAY US,20.69,debit,Shopping,CREDIT CARD,,
4/02/2023,ABC*NYSC,ABC*NYSC,41.79,debit,Gym,CREDIT CARD,,
