Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
6/21/2020,MTA,MTA*METROCARD MACHINE,11.0,debit,Public Transportation,CREDIT CARD,,
6/19/2020,MTA,MTA*METROCARD MACHINE,5.5,debit,Public Transportation,CREDIT CARD,,
6/19/2020,Apple,PP*APPLE.COM/BILL,1.08,debit,Electronics & Software,CREDIT CARD,,
6/19/2020,Apple,PP*APPLE.COM/BILL,2.99,debit,Electronics & Software,CREDIT CARD,,
6/18/2020,Key Food,KEY FOOD 1620,31.41,debit,Groceries,CREDIT CARD,,
6/18/2020,Consolidated Edison,CON ED OF NY     INTELL CK,35.91,debit,Utilities,TOTAL CHECKING,,
6/18/2020,CAPITAL ONE MOBILE payment 0169 39800497762 WEB ID: 9279744980,CAPITAL ONE      MOBILE PMT 0169,100.02,debit,Credit Card Payment,TOTAL CHECKING,,
6/17/2020,Verizon,VERIZON*ONETIMEPAY,17.88,debit,Home Phone,CREDIT CARD,,
6/17/2020,Vanguard,VANGUARD BUY     INVESTMENT 9615,5000.0,debit,Financial,TOTAL CHECKING,,
6/17/2020,CAPITAL ONE MOBILE payment AuthDate 17-Jun,CAPITAL ONE MOBILE PYMT AuthDate 17-J un,100.02,credit,Credit Card Payment,CREDITCARD Account,,
6/15/2020,LE BOUCHON,LE BOUCHON,72.69,debit,Restaurants,CREDITCARD Account,,
6/15/2020,COLD SPRING COFFEEHOU,SQ *COLD SPRING COFFEEHOU,5.61,debit,Coffee Shops,CREDITCARD Account,,
6/15/2020,C21484 NORTHSPYR DIR DEP PPD ID: 7462283648,C21484 NORTHSPYR DIR DEP,4102.62,credit,Paycheck,TOTAL CHECKING,,
6/15/2020,SPECTRUM,SPECTRUM,49.99,debit,Parking,CREDIT CARD,,
6/14/2020,CITI BIKE NYC,CITI BIKE NYC,3.27,debit,Credit Card Payment,CREDIT CARD,,
6/13/2020,Rite Aid,RITE AID STORE - 10569,10.81,debit,Pharmacy,CREDITCARD Account,,
6/13/2020,Food Emporium,FOOD EMPORIUM #2220,13.01,debit,Groceries,CREDITCARD Account,,
6/13/2020,LEE'S FAMILY FARM CORP,LEE'S FAMILY FARM CORP,11.43,debit,Groceries,CREDITCARD Account,,
6/11/2020,Apple,PP*APPLE.COM/BILL,1.08,debit,Electronics & Software,CREDIT CARD,,
6/11/2020,Key Food,KEY FOOD 1620,21.55,debit,Groceries,CREDIT CARD,,
6/10/2020,National Grid,NATIONAL GRID NY UTILITYPAY,26.18,debit,Utilities,TOTAL CHECKING,,
6/09/2020,Vanguard,VANGUARD BUY     INVESTMENT 9615,5000.08,debit,Financial,TOTAL CHECKING,,
6/08/2020,CITI BIKE NYC,CITI BIKE NYC,3.27,debit,Credit Card Payment,CREDIT CARD,,
6/08/2020,Spotify,Spotify USA,9.99,debit,Music,CREDIT CARD,,
