Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
8/10/2022,NATIONAL GRID NY UTILITYPAY,NATIONAL GRID NY UTILITYPAY,21.61,debit,Utilities,TOTAL CHECKING,,
8/10/2022,Vanguard Institutional Index I,Vanguard Institutional Index I,750.0,credit,Transfer,Retirement,,
8/10/2022,Vanguard Total Intl Stock Index Admiral,Vanguard Total Intl Stock Index Admiral,300.0,debit,Deposit,Retirement,,
8/10/2022,Vanguard Extended Market Index Instl,Vanguard Extended Market Index Instl,450.0,credit,Transfer,Retirement,,
8/10/2022,Vanguard Institutional Index I,Vanguard Institutional Index I,750.0,debit,Deposit,Retirement,,
8/10/2022,Vanguard Extended Market Index Instl,Vanguard Extended Market Index Instl,450.0,debit,Deposit,Retirement,,
8/10/2022,Vanguard Total Intl Stock Index Admiral,Vanguard Total Intl Stock Index Admiral,300.0,credit,Transfer,Retirement,,
8/05/2022,VENMO            CASHOUT,VENMO            CASHOUT,315.0,credit,Income,TOTAL CHECKING,,
8/01/2022,VENMO            PAYMENT    1021,VENMO            PAYMENT    1021,69.0,debit,Transfer,TOTAL CHECKING,,
8/01/2022,VANGUARD BUY     INVESTMENT,VANGUARD BUY     INVESTMENT,1500.0,debit,Financial,TOTAL CHECKING,,
7/29/2022,VENMO            PAYMENT    1021,VENMO            PAYMENT    1021,450.0,debit,Transfer,TOTAL CHECKING,,
7/29/2022,FIRST EAGLE INVE PAYROLL,FIRST EAGLE INVE PAYROLL,3013.13,credit,Paycheck,TOTAL CHECKING,,
7/26/2022,PAYPAL *SPOTIFYUSAI,PAYPAL *SPOTIFYUSAI,9.99,debit,Music,CREDIT CARD,,
7/25/2022,Online Payment 14782583071 To 34,Online Payment 14782583071 To 34,1522.5,debit,Mortgage & Rent,TOTAL CHECKING,,
7/25/2022,Payment to Chase card ending in,Payment to Chase card ending in,961.45,debit,Credit Card Payment,TOTAL CHECKING,,
7/25/2022,Payment Thank You-Mobile,Payment Thank You-Mobile,961.45,credit,Credit Card Payment,CREDIT CARD,,
7/20/2022,CON ED OF NY     XXXXXXXXXX,CON ED OF NY     XXXXXXXXXX,42.7,debit,Utilities,TOTAL CHECKING,,
7/19/2022,Apple,PP*APPLE.COM/BILL,2.99,debit,Subscriptions,CREDIT CARD,,
7/18/2022,SCHWAB BANK      TRANSFER   0004,SCHWAB BANK      TRANSFER   0004,1000.0,debit,Transfer,TOTAL CHECKING,,
7/18/2022,VANGUARD BUY     INVESTMENT,VANGUARD BUY     INVESTMENT,1500.0,debit,Financial,TOTAL CHECKING,,
7/17/2022,Spectrum,SPECTRUM,64.99,debit,Uncategorized,CREDIT CARD,,
7/15/2022,FIRST EAGLE INVE PAYROLL,FIRST EAGLE INVE PAYROLL,2764.77,credit,Paycheck,TOTAL CHECKING,,
7/12/2022,CAPITAL ONE      MOBILE PMT 3M39,CAPITAL ONE      MOBILE PMT 3M39,1190.81,debit,Credit Card Payment,TOTAL CHECKING,,
7/12/2022,NATIONAL GRID NY UTILITYPAY,NATIONAL GRID NY UTILITYPAY,28.67,debit,Utilities,TOTAL CHECKING,,
7/11/2022,PAYPAL *UBER,PAYPAL *UBER,41.97,debit,Ride Share,CREDIT CARD,,
7/10/2022,THE ASTORIA BOOKSHOP,THE ASTORIA BOOKSHOP,27.21,debit,Books,CREDIT CARD,,
7/08/2022,Payment to Chase card ending in,Payment to Chase card ending in,379.67,debit,Credit Card Payment,TOTAL CHECKING,,
7/08/2022,Payment Thank You-Mobile,Payment Thank You-Mobile,379.67,credit,Credit Card Payment,CREDIT CARD,,
7/07/2022,SQ *UNDER PRESSURE ESPRES,SQ *UNDER PRESSURE ESPRES,8.02,debit,Coffee Shops,CREDIT CARD,,
7/07/2022,VENMO            CASHOUT,VENMO            CASHOUT,100.0,credit,Income,TOTAL CHECKING,,
7/06/2022,DOLLAR GENERAL #19203,DOLLAR GENERAL #19203,7.74,debit,Shopping,CREDIT CARD,,
7/06/2022,SCHWAB BANK      TRANSFER   0004,SCHWAB BANK      TRANSFER   0004,800.0,debit,Transfer,TOTAL CHECKING,,
7/05/2022,VENMO            CASHOUT,VENMO            CASHOUT,26.0,credit,Income,TOTAL CHECKING,,
7/05/2022,Payment to Chase card ending in,Payment to Chase card ending in,9.99,debit,Credit Card Payment,TOTAL CHECKING,,
7/05/2022,VENMO            CASHOUT,VENMO            CASHOUT,330.0,credit,Income,TOTAL CHECKING,,
7/05/2022,VENMO            PAYMENT    1021,VENMO            PAYMENT    1021,28.0,debit,Transfer,TOTAL CHECKING,,
7/04/2022,PAYPAL *UBER,PAYPAL *UBER,11.4,debit,Ride Share,CREDIT CARD,,
7/03/2022,Rite Aid,RITE AID 03879,3.04,debit,Shopping,CREDIT CARD,,
7/03/2022,PRET A MANGER 035,PRET A MANGER 035,16.85,debit,Fast Food,CREDIT CARD,,
7/03/2022,PAYPAL *BOMBAS,PAYPAL *BOMBAS,329.28,debit,Clothing,CREDIT CARD,,
7/03/2022,PAYPAL *UBER,PAYPAL *UBER,50.39,debit,Ride Share,CREDIT CARD,,
7/03/2022,Payment Thank You-Mobile,Payment Thank You-Mobile,9.99,credit,Credit Card Payment,CREDIT CARD,,
6/30/2022,FIRST EAGLE INVE PAYROLL,FIRST EAGLE INVE PAYROLL,2688.79,credit,Paycheck,TOTAL CHECKING,,
6/29/2022,STRAND AT COLUMBUS,STRAND AT COLUMBUS,20.58,debit,Restaurants,CREDIT CARD,,
6/29/2022,TST* TIKI CHICK,TST* TIKI CHICK,45.67,debit,Restaurants,CREDIT CARD,,
6/29/2022,VENMO            CASHOUT,VENMO            CASHOUT,365.0,credit,Income,TOTAL CHECKING,,
6/28/2022,STOP AND SHOP,STOP AND SHOP,327.21,debit,Groceries,CREDIT CARD,,
6/27/2022,Payment to Chase card ending in,Payment to Chase card ending in,99.45,debit,Credit Card Payment,TOTAL CHECKING,,
6/27/2022,Online Payment 14666251227 To 34,Online Payment 14666251227 To 34,1500.0,debit,Mortgage & Rent,TOTAL CHECKING,,
6/27/2022,VENMO            CASHOUT,VENMO            CASHOUT,226.0,credit,Income,TOTAL CHECKING,,
6/26/2022,PAYPAL *SPOTIFYUSAI,PAYPAL *SPOTIFYUSAI,9.99,debit,Music,CREDIT CARD,,
6/26/2022,Payment Thank You-Mobile,Payment Thank You-Mobile,99.45,credit,Credit Card Payment,CREDIT CARD,,
6/26/2022,PETER WINE & LIQUOR.,PETER WINE & LIQUOR.,102.29,debit,Alcohol & Bars,CREDIT CARD,,
6/26/2022,DOLLAR TREE,DOLLAR TREE,12.25,debit,Shopping,CREDIT CARD,,
6/24/2022,PAYPAL *LOCAL HONEY,PAYPAL *LOCAL HONEY,75.0,debit,Personal Care,CREDIT CARD,,
6/23/2022,TST* AINSLIE,TST* AINSLIE,30.13,debit,Restaurants,CREDIT CARD,,
6/23/2022,DOLLAR TREE,DOLLAR TREE,1.36,debit,Shopping,CREDIT CARD,,
6/23/2022,FIRST EAGLE INVE DIRECT-PAY,FIRST EAGLE INVE DIRECT-PAY,468.81,credit,Income,TOTAL CHECKING,,
6/23/2022,VENMO            CASHOUT,VENMO            CASHOUT,200.0,credit,Income,TOTAL CHECKING,,
6/23/2022,VENMO            CASHOUT,VENMO            CASHOUT,70.0,credit,Income,TOTAL CHECKING,,
6/23/2022,VENMO            PAYMENT    1020,VENMO            PAYMENT    1020,136.0,debit,Transfer,TOTAL CHECKING,,
6/22/2022,PAYPAL *GRUBHUBFOOD SUNRI,PAYPAL *GRUBHUBFOOD SUNRI,27.49,debit,Food Delivery,CREDIT CARD,,
6/21/2022,Zelle payment to RICHARD GEE 146,Zelle payment to RICHARD GEE 146,500.0,debit,Transfer,TOTAL CHECKING,,
6/21/2022,CON ED OF NY     XXXXXXXXXX,CON ED OF NY     XXXXXXXXXX,38.84,debit,Utilities,TOTAL CHECKING,,
6/19/2022,OTF ASTORIA 0547,OTF ASTORIA 0547,12.54,debit,Gym,CREDIT CARD,,
6/19/2022,DUANE READE #14423,DUANE READE #14423,46.53,debit,Pharmacy,CREDIT CARD,,
6/19/2022,VERIZON*ONETIMEPAY,VERIZON*ONETIMEPAY,29.31,debit,Home Phone,CREDIT CARD,,
6/19/2022,Apple,PP*APPLE.COM/BILL,2.99,debit,Subscriptions,CREDIT CARD,,
6/17/2022,Payment Thank You-Mobile,Payment Thank You-Mobile,776.54,credit,Credit Card Payment,CREDIT CARD,,
6/17/2022,Payment to Chase card ending in,Payment to Chase card ending in,776.54,debit,Credit Card Payment,TOTAL CHECKING,,
6/16/2022,Spectrum,SPECTRUM,64.99,debit,Internet,CREDIT CARD,,
6/15/2022,FIRST EAGLE INVE PAYROLL,FIRST EAGLE INVE PAYROLL,2688.8,credit,Paycheck,TOTAL CHECKING,,
6/13/2022,VENMO            PAYMENT    1020,VENMO            PAYMENT    1020,83.0,debit,Transfer,TOTAL CHECKING,,
6/13/2022,Payment to Chase card ending in,Payment to Chase card ending in,117.38,debit,Credit Card Payment,TOTAL CHECKING,,
6/12/2022,Payment Thank You-Mobile,Payment Thank You-Mobile,117.38,credit,Credit Card Payment,CREDIT CARD,,
6/10/2022,NATIONAL GRID NY UTILITYPAY,NATIONAL GRID NY UTILITYPAY,23.35,debit,Utilities,TOTAL CHECKING,,
6/08/2022,Apple,PP*APPLE.COM/BILL,2.16,debit,Subscriptions,CREDIT CARD,,
6/06/2022,TST* Graduate Roosevelt I,TST* Graduate Roosevelt I,22.6,debit,Restaurants,CREDIT CARD,,
