Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
11/09/2017,Bai Sushi Restaurant,BAI SUSHI RESTAURANT INC,32.5,debit,Restaurants,CREDIT CARD,,
11/08/2017,Barclays,BARCLAYS - 745 CAFE,6.79,debit,Business Services,CREDIT CARD,,
11/08/2017,Sweets By Chloe,SWEETS BY CHLOE,2.99,debit,Restaurants,CREDIT CARD,,
11/03/2017,Barclays,BARCLAYS - 745 CAFE,13.05,debit,Business Services,CREDIT CARD,,
11/03/2017,Interest,INTEREST PAYMENT,0.17,credit,Interest Income,CHASE SAVINGS,,
11/02/2017,Key Food,KEY FOOD #1484,9.02,debit,Groceries,CREDIT CARD,,
11/02/2017,AT&T,AT&T*BILL PAYMENT,126.94,debit,Home Phone,CREDIT CARD,,
11/02/2017,Barclays,BARCLAYS - 745 CAFE,4.62,debit,Business Services,CREDIT CARD,,
11/02/2017,Barclays,BARCLAYS - 745 CAFE,6.98,debit,Business Services,CREDIT CARD,,
11/02/2017,Nysc Bay Ridge,NYSC BAY RIDGE,19.99,debit,Gym,CREDIT CARD,,
11/01/2017,Barclays,BARCLAYS - 745 CAFE,3.75,debit,Business Services,CREDIT CARD,,
11/01/2017,Barclays,BARCLAYS - 745 CAFE,7.23,debit,Business Services,CREDIT CARD,,
10/31/2017,Rite Aid,RITE AID STORE - 3879,3.27,debit,Pharmacy,CREDIT CARD,,
10/31/2017,Favor Taste,FAVOR TASTE,342.14,debit,Restaurants,CREDIT CARD,,
10/31/2017,Barclays,BARCLAYS - 745 CAFE,5.57,debit,Business Services,CREDIT CARD,,
10/31/2017,Favor Taste,FAVOR TASTE,268.88,debit,Restaurants,CREDIT CARD,,
10/31/2017,Barclays Bk Plc,BARCLAYS BK PLC  DIRECT DEPPPD ID: 9111111103,1000.0,credit,Paycheck,CHASE SAVINGS,,
10/31/2017,Barclays Bk Plc,BARCLAYS BK PLC  DIRECT DEPPPD ID: 9111111103,618.16,credit,Paycheck,TOTAL CHECKING,,
