Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
4/28/2020,CAPITAL ONE MOBILE payment AuthDate 25-A pr,CAPITAL ONE MOBILE PYMT AuthDate 25-A pr,10.0,credit,Credit Card Payment,CREDITCARD Account,,
4/28/2020,Dunkin Donuts,DUNKIN #355974,2.98,debit,Coffee Shops,CREDIT CARD,,
4/28/2020,To DIS COVERY BENEFITS 04/28,Online Payment 9520489557 To DIS,533.49,debit,Health Insurance,TOTAL CHECKING,,
4/27/2020,Nys Dol Ui,NYS DOL UI DD    UI DD,600.0,credit,Income,TOTAL CHECKING,,
4/27/2020,Nys Dol Ui,NYS DOL UI DD    UI DD,504.0,credit,Income,TOTAL CHECKING,,
4/27/2020,Online Transfer 9516529017 to Sa ntander ######5063 transaction #: 9516529017 04/27,Online Transfer 9516529017 to Sa,800.0,debit,Transfer,TOTAL CHECKING,,
4/27/2020,Key Food,KEY FOOD 1620,64.19,debit,Groceries,CREDIT CARD,,
4/27/2020,FAMILY MARKET,FAMILY MARKET,16.01,debit,Groceries,CREDIT CARD,,
4/26/2020,MTA,MTA*R512-BROADWAY,89.04,credit,Public Transportation,CREDIT CARD,,
4/24/2020,Nys Dol Ui,NYS DOL UI DD    UI DD,600.0,credit,Income,TOTAL CHECKING,,
4/24/2020,To 342 0 Realty LLC 04/24,Online Payment 9503484804 To 342,1550.0,debit,Mortgage & Rent,TOTAL CHECKING,,
4/24/2020,Nys Dol Ui,NYS DOL UI DD    UI DD,600.0,credit,Income,TOTAL CHECKING,,
4/24/2020,Nys Dol Ui,NYS DOL UI DD    UI DD,504.0,credit,Income,TOTAL CHECKING,,
4/24/2020,Nys Dol Ui,NYS DOL UI DD    UI DD,504.0,credit,Income,TOTAL CHECKING,,
4/24/2020,MTA,MTA*METROCARD MACHINE,5.5,debit,Public Transportation,CREDIT CARD,,
4/23/2020,CAPSULE PHARMACY,CAPSULE PHARMACY,10.0,debit,Pharmacy,CREDITCARD Account,,
4/23/2020,IKRAVEIT FOODS,IKRAVEIT FOODS,14.67,debit,Food & Dining,CREDIT CARD,,
4/22/2020,MTA,MTA*METROCARD MACHINE,5.5,debit,Public Transportation,CREDIT CARD,,
4/20/2020,Payment Thank You-Mobile,Payment Thank You-Mobile,693.31,credit,Credit Card Payment,CREDIT CARD,,
4/20/2020,Consolidated Edison,CON ED OF NY     INTELL CK,30.0,debit,Utilities,TOTAL CHECKING,,
4/20/2020,Chase card ending in 9575 04/20,Payment to Chase card ending in,693.31,debit,Credit Card Payment,TOTAL CHECKING,,
4/19/2020,KICOPI 32 INC,KICOPI 32 INC,12.22,debit,Restaurants,CREDIT CARD,,
4/19/2020,Apple,PP*APPLE.COM/BILL,2.99,debit,Electronics & Software,CREDIT CARD,,
