Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
12/16/2020,SPECTRUM,SPECTRUM,51.45,debit,Parking,CREDIT CARD,,
12/16/2020,Rite Aid,RITE AID 10569,9.29,debit,Shopping,CREDIT CARD,,
12/16/2020,Payment Thank You-Mobile,Payment Thank You-Mobile,222.02,credit,Credit Card Payment,CREDIT CARD,,
12/16/2020,Payment Thank You-Mobile,Payment Thank You-Mobile,108.01,credit,Credit Card Payment,CREDIT CARD,,
12/15/2020,FIRST EAGLE INVE PAYROLL PPD ID: 6506940773,FIRST EAGLE INVE PAYROLL,2238.92,credit,Paycheck,TOTAL CHECKING,,
12/15/2020,CAPITAL ONE MOBILE payment 3BA4 I1NRD35U0X6 WEB ID: 9279744980,CAPITAL ONE      MOBILE PMT 3BA4,78.69,debit,Credit Card Payment,TOTAL CHECKING,,
12/15/2020,Bombas,PAYPAL *BOMBAS,61.42,credit,Credit Card Payment,CREDIT CARD,,
12/15/2020,Food Emporium,FOOD EMPORIUM #2220,26.25,debit,Groceries,CREDIT CARD,,
12/14/2020,CAPITAL ONE MOBILE payment AuthDate 12-D ec,CAPITAL ONE MOBILE PYMT AuthDate 12-D ec,78.69,credit,Credit Card Payment,CREDITCARD Account,,
12/14/2020,MANNAPOVLLC SWAPP,PAYPAL *MANNAPOVLLC SWAPP,262.39,debit,Gift,CREDIT CARD,,
12/14/2020,CASPERMOBIL SWAPP,PAYPAL *CASPERMOBIL SWAPP,375.62,debit,Gift,CREDIT CARD,,
12/14/2020,Rite Aid,RITE AID 10569,11.63,debit,Shopping,CREDIT CARD,,
12/14/2020,OVELIA PSISTARIA,OVELIA PSISTARIA,103.1,debit,Restaurants,CREDIT CARD,,
12/14/2020,Online Transfer 10810514945 to S antander ######5063 transaction #: 10810514945 12/14,Online Transfer 10810514945 to S,1000.0,debit,Transfer,TOTAL CHECKING,,
12/11/2020,Rite Aid,RITE AID 10569,32.65,debit,Shopping,CREDIT CARD,,
12/11/2020,Food Emporium,FOOD EMPORIUM #2220,35.53,debit,Groceries,CREDIT CARD,,
12/11/2020,McDonald's,MCDONALD'S M2125 OF,3.27,debit,Fast Food,CREDIT CARD,,
12/09/2020,Payment Thank You-Mobile,Payment Thank You-Mobile,255.02,credit,Credit Card Payment,CREDIT CARD,,
12/09/2020,Chase card ending in 9575 12/09,Payment to Chase card ending in,255.02,debit,Credit Card Payment,TOTAL CHECKING,,
12/09/2020,National Grid,NATIONAL GRID NY UTILITYPAY,28.44,debit,Utilities,TOTAL CHECKING,,
12/08/2020,__7TH AVENUE PHARMACY,SQ *__7TH AVENUE PHARMACY,24.99,debit,Pharmacy,CREDITCARD Account,,
12/08/2020,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,1.38,debit,Investments,Individual ...852,,
12/07/2020,INSIGNIA HOTEL,INSIGNIA HOTEL,257.09,debit,Hotel,CREDITCARD Account,,
12/07/2020,CHIPNYC_2,CHIPNYC_2,4.14,debit,Restaurants,CREDIT CARD,,
12/07/2020,Food Emporium,FOOD EMPORIUM #2220,4.96,debit,Groceries,CREDIT CARD,,
12/07/2020,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,1.38,credit,Dividend & Cap Gains,Individual ...852,,
12/06/2020,Apple,PP*APPLE.COM/BILL,1.08,debit,Subscriptions,CREDIT CARD,,
