Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
7/22/2019,Whole Foods,WHOLEFDS CIR 101 10 CO NEW YORK,23.56,debit,Groceries,TOTAL CHECKING,,
7/22/2019,Rite Aid,RITE AID STORE - 793 ROCKAWAY PA,15.54,debit,Pharmacy,TOTAL CHECKING,,
7/22/2019,QuickPay with Zelle payment to R ICHARD GEE 8452293313,QuickPay with Zelle payment to R,266.68,debit,Credit Card Payment,TOTAL CHECKING,,
7/22/2019,JUNIORS LIQUORS RIDGEWOOD NY 200759 07/20,JUNIORS LIQUORS RIDGEWOOD NY,15.23,debit,Alcohol & Bars,TOTAL CHECKING,,
7/22/2019,"NYC FERRY MOBILE 415-438-8311, NY #0000","NYC FERRY MOBILE 415-438-8311, NY #0000",5.5,debit,Public Transportation,Investor Checking ...125,,
7/22/2019,"NYC FERRY MOBILE 415-438-8311, NY #0000","NYC FERRY MOBILE 415-438-8311, NY #0000",5.5,debit,Public Transportation,Investor Checking ...125,,
7/21/2019,Time Warner,TWC*TIME WARNER NYC,49.99,debit,Television,CREDIT CARD,,
7/19/2019,Sephora,SEPHORA 304 1500 BRDWA NEW YORK,21.78,debit,Clothing,TOTAL CHECKING,,
7/19/2019,Offer Rite Aid,Offer: Rite Aid,0.27,credit,Income,TOTAL CHECKING,,
7/18/2019,Venmo,VENMO            PAYMENT    2274,107.75,debit,Transfer,TOTAL CHECKING,,
7/17/2019,Barclays,BARCLAYS - 745 CAFE NEW YORK NY,3.7,debit,Business Services,TOTAL CHECKING,,
7/17/2019,3-AVENUE C SECURE PAY TROY MI 07/16,3-AVENUE C SECURE PAY TROY MI,3.04,debit,Fast Food,TOTAL CHECKING,,
7/16/2019,Sbarro,SBARRO 897 NEW YORK NY,5.87,debit,Restaurants,TOTAL CHECKING,,
7/16/2019,Rite Aid,RITE AID STORE - 3879 BROOKLYN N,43.69,debit,Pharmacy,TOTAL CHECKING,,
7/16/2019,Duane Reade,Duane Reade STO 1627 B NEW YORK,4.49,debit,Pharmacy,TOTAL CHECKING,,
7/16/2019,BANK INT 061619-071519 SCHWAB BANK,BANK INT 061619-071519 SCHWAB BANK,0.37,credit,Investments,Individual ...852,,
7/15/2019,OCEAN FRUIT AND COF Queens N Y 07/14,SQ *OCEAN FRUIT AND COF Queens N,4.0,debit,Groceries,TOTAL CHECKING,,
7/15/2019,Rite Aid,RITE AID STORE - 3110 NEW YORK N,5.43,debit,Pharmacy,TOTAL CHECKING,,
7/15/2019,Venmo Cashout Ppd,VENMO            CASHOUT,120.0,credit,Income,TOTAL CHECKING,,
7/15/2019,ATM WITHDRAWAL 006959 07/151251 AVEN,ATM WITHDRAWAL,200.0,debit,Cash & ATM,TOTAL CHECKING,,
7/15/2019,BARCLAYS BK PLC DIRECT DEP PPD ID: 9111111103,BARCLAYS BK PLC  DIRECT DEP,1369.93,credit,Paycheck,TOTAL CHECKING,,
7/15/2019,BARCLAYS BK PLC DIRECT DEP 190715~ Tran:,BARCLAYS BK PLC DIRECT DEP 190715~ Tran:,100.0,credit,Paycheck,Investor Checking ...125,,
7/15/2019,Payroll Contribution,Payroll Contribution,1431.17,credit,Paycheck,Barclays 401(k) Plan,,
7/15/2019,SPDR DOW JONES INDUSTRIAL AVRG ETF,SPDR DOW JONES INDUSTRIAL AVRG ETF,0.64,credit,Dividend & Cap Gains,Individual ...852,,
7/12/2019,Chase card ending in 9575 07/12,Payment to Chase card ending in,9.99,debit,Credit Card Payment,TOTAL CHECKING,,
7/12/2019,Chase card ending in 9816 07/12,Payment to Chase card ending in,269.83,debit,Credit Card Payment,TOTAL CHECKING,,
7/12/2019,Chase card ending in 0411 07/12,Payment to Chase card ending in,399.99,debit,Credit Card Payment,TOTAL CHECKING,,
7/12/2019,Payment Thank You-Mobile,Payment Thank You-Mobile,399.99,credit,Credit Card Payment,CREDIT CARD,,
7/11/2019,National Grid,NATIONAL GRID NY UTILITYPAY,24.35,debit,Utilities,TOTAL CHECKING,,
7/11/2019,Duane Reade,Duane Reade STO 1657 B NEW YORK,11.69,debit,Pharmacy,TOTAL CHECKING,,
7/11/2019,Schwab Brokerage Moneylink,SCHWAB BROKERAGE MONEYLINK,4500.0,credit,Income,TOTAL CHECKING,,
7/10/2019,3-AVENUE C SECURE PAY TROY MI 07/09,3-AVENUE C SECURE PAY TROY MI,3.04,debit,Fast Food,TOTAL CHECKING,,
7/10/2019,ATM WITHDRAWAL 004039 07/10231 GRAND,ATM WITHDRAWAL,20.0,debit,Cash & ATM,TOTAL CHECKING,,
7/10/2019,ATM WITHDRAWAL 002585 07/10231 GRAND,ATM WITHDRAWAL,40.0,debit,Cash & ATM,TOTAL CHECKING,,
7/10/2019,"Tfr JPMORGAN CHASE BAN, CHRISTINA GEE","Tfr JPMORGAN CHASE BAN, CHRISTINA GEE",4500.0,debit,Investments,Individual ...852,,
7/09/2019,Barclays,BARCLAYS - 745 CAFE NEW YORK NY,3.7,debit,Business Services,TOTAL CHECKING,,
7/09/2019,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,2.71,debit,Investments,Individual ...852,,
7/08/2019,Venmo,VENMO            PAYMENT    2237,10.0,debit,Transfer,TOTAL CHECKING,,
