Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
5/13/2019,Venmo,VENMO            PAYMENT    2044969822      WEB ID: 3264681992,40.0,debit,Transfer,TOTAL CHECKING,,
5/13/2019,SPDR DOW JONES INDUSTRIAL AVRG ETF,SPDR DOW JONES INDUSTRIAL AVRG ETF,0.16,credit,Dividend & Cap Gains,Individual ...852,,
5/12/2019,Dunkin Donuts,"DUNKIN #358138 NEW YORK, NY #00000019",1.49,debit,Coffee Shops,Investor Checking ...125,,
5/11/2019,CVS,CVS/PHARMACY #10 10828- NEW YORK,7.86,debit,Pharmacy,Investor Checking ...125,,
5/10/2019,National Grid,NATIONAL GRID NY UTILITYPAYPPD ID: 9177976003,22.68,debit,Utilities,TOTAL CHECKING,,
5/09/2019,Siren,"SIREN54913 NEW YORK, NY #00000019",4.36,debit,Tuition,Investor Checking ...125,,
5/09/2019,"OPS*CSC AVALON MIDNEW YORK, NY #00000019","OPS*CSC AVALON MIDNEW YORK, NY #00000019",10.0,debit,Laundry,Investor Checking ...125,,
5/09/2019,QuickPay with Zelle payment from RICHARD GEE 8213455198,QuickPay with Zelle payment fromRICHARD GEE 8213455198,200.0,credit,Credit Card Payment,TOTAL CHECKING,,
5/08/2019,Barclays Bank De,"Barclays Bank De P2P        Gee,Christina   WEB ID: 9651390001",2900.0,credit,Income,TOTAL CHECKING,,
5/08/2019,Chase Ending In,Payment to Chase card ending in9575 05/08,998.1,debit,Credit Card Payment,TOTAL CHECKING,,
5/08/2019,Schwab Intermediate Termus Trs Etf,SCHWAB INTERMEDIATE TERMUS TRS ETF,2.94,debit,Investments,Individual ...852,,
5/07/2019,Transfer from TOTAL CHECKING,Payment Thank You-Mobile,49.99,credit,Credit Card Payment,CREDIT CARD,,
5/07/2019,Transfer to CREDIT CARD,Payment to Chase card ending in1097 05/07,49.99,debit,Credit Card Payment,TOTAL CHECKING,,
5/07/2019,Chase Ending In,Payment to Chase card ending in9816 05/07,149.95,debit,Credit Card Payment,TOTAL CHECKING,,
5/07/2019,Macys Online Web,MACYS            ONLINE PMT 112953739962167 WEB ID: CITICTP,68.99,debit,Credit Card Payment,TOTAL CHECKING,,
5/07/2019,Schwab Intermediate Termus Trs Etf,SCHWAB INTERMEDIATE TERMUS TRS ETF,2.94,credit,Dividend & Cap Gains,Individual ...852,,
5/06/2019,ATM Withdrawal,ATM WITHDRAWAL009079  05/05231 GRAND,300.0,debit,Cash & ATM,TOTAL CHECKING,,
5/06/2019,Chase Ending In,Payment to Chase card ending in0411 05/06,19.99,debit,Credit Card Payment,TOTAL CHECKING,,
5/06/2019,Quickpay With Zelle,QuickPay with Zelle payment to RICHARD GEE 8204713066,20.0,debit,Credit Card Payment,TOTAL CHECKING,,
5/06/2019,Venmo,VENMO            PAYMENT    2022316118      WEB ID: 3264681992,372.0,debit,Transfer,TOTAL CHECKING,,
5/05/2019,Housing Works,"SQ *HOUSING WORKS NEW YORK, NY #00000019",10.0,debit,Shopping,Investor Checking ...125,,
5/05/2019,Transfer from TOTAL CHECKING,Payment Thank You-Mobile,19.99,credit,Credit Card Payment,CREDIT CARD,,
5/02/2019,Nysc Bay Ridge,NYSC BAY RIDGE,19.99,debit,Gym,CREDIT CARD,,
5/01/2019,Chase Ending In,Payment to Chase card ending in9816 05/01,1199.81,debit,Credit Card Payment,TOTAL CHECKING,,
5/01/2019,Consolidated Edison,CON ED OF NY     INTELL CKPPD ID: 2462467002,53.63,debit,Utilities,TOTAL CHECKING,,
4/30/2019,Barclays Bk Plc,BARCLAYS BK PLC  DIRECT DEPPPD ID: 9111111103,1555.68,credit,Paycheck,TOTAL CHECKING,,
4/30/2019,Interest Paid,Interest Paid,0.05,credit,Interest Income,Investor Checking ...125,,
4/30/2019,ATM Fee Refund,ATM Fee Rebate,10.45,credit,ATM Fee,Investor Checking ...125,,
4/30/2019,Barclays Bk Plc,BARCLAYS BK PLC DIRECT DEP 190430~ Tran:,100.0,credit,Paycheck,Investor Checking ...125,,
4/30/2019,Payroll Contribution,Payroll Contribution,554.0,credit,Investments,Barclays 401(k) Plan,,
4/27/2019,Fortis,Fortis bank OP-NMBS BRUGG,111.76,debit,Business Services,Investor Checking ...125,,
4/24/2019,Barclays Bank De,"Barclays Bank De P2P        Gee,Christina   WEB ID: 9651250001",1000.0,credit,Income,TOTAL CHECKING,,
4/24/2019,Funds Transfer Brokerage,Funds Transfer from Brokerage -0852,395.0,credit,Transfer,Investor Checking ...125,,
4/24/2019,Aeroporto De Lisboa,Aeroporto de Lisboa Lisboa,173.41,debit,Cash & ATM,Investor Checking ...125,,
4/24/2019,Transfer Funds To Schwab Bank - 440024774125,TRANSFER FUNDS TO SCHWAB BANK - 440024774125,395.0,debit,Investments,Individual ...852,,
4/23/2019,Associates,Online Payment 8158866186 To Gerel Associates 04/23,2000.0,debit,Mortgage & Rent,TOTAL CHECKING,,
4/22/2019,Ops Csc Avalon,OPS*CSC AVALON MIDTOWNW NEW YORKNY          04/21,10.0,debit,Laundry,TOTAL CHECKING,,
4/19/2019,ATM Fee,NON-CHASE ATM WITHDRAW912291  04/192137 2ND,1.75,debit,ATM Fee,TOTAL CHECKING,,
4/19/2019,ATM Withdrawal,NON-CHASE ATM WITHDRAW912291  04/192137 2ND,100.0,debit,Cash & ATM,TOTAL CHECKING,,
4/19/2019,ATM Fee,NON-CHASE ATM FEE-WITH,2.5,debit,ATM Fee,TOTAL CHECKING,,
4/18/2019,Invesco S&p 500 Equal Weight Consumer Discretionary Etf,INVESCO S&P 500 EQUAL WEIGHT CONSUMER DISCRETIONARY ETF,2176.0,debit,Buy,Individual ...852,,
4/17/2019,Quickpay With Zelle,QuickPay with Zelle payment to RICHARD GEE 8140985357,8.08,debit,Credit Card Payment,TOTAL CHECKING,,
4/17/2019,Chase Ending In,Payment to Chase card ending in9816 04/17,935.9,debit,Credit Card Payment,TOTAL CHECKING,,
4/16/2019,Venmo,VENMO            PAYMENT    1956962382      WEB ID: 3264681992,56.0,debit,Transfer,TOTAL CHECKING,,
4/16/2019,Bank Int 031619-041519 Schwab Bank,BANK INT 031619-041519 SCHWAB BANK,0.91,credit,Investments,Individual ...852,,
4/15/2019,Service Fee Reversal,SERVICE FEE REVERSAL,5.0,credit,Reimbursement,CHASE SAVINGS,,
4/15/2019,Chase Ending In,Payment to Chase card ending in1097 04/15,20.0,debit,Credit Card Payment,TOTAL CHECKING,,
4/15/2019,ATM Withdrawal,ATM WITHDRAWAL006696  04/141251 AVEN,50.0,debit,Cash & ATM,TOTAL CHECKING,,
4/15/2019,Venmo,VENMO            PAYMENT    1947496610      WEB ID: 3264681992,50.35,debit,Transfer,TOTAL CHECKING,,
4/15/2019,Barclays Bk Plc,BARCLAYS BK PLC  DIRECT DEPPPD ID: 9111111103,1655.47,credit,Paycheck,TOTAL CHECKING,,
4/15/2019,Barclays Bk Plc,BARCLAYS BK PLC DIRECT DEP 190415~ Tran:,150.0,credit,Paycheck,Investor Checking ...125,,
4/15/2019,Payroll Contribution,Payroll Contribution,554.0,credit,Investments,Barclays 401(k) Plan,,
4/15/2019,Spdr Dow Jones Industrial Avrg Etf,SPDR DOW JONES INDUSTRIAL AVRG ETF,0.54,credit,Dividend & Cap Gains,Individual ...852,,
4/14/2019,Time Warner,TWC*TIME WARNER NYC,49.99,debit,Television,CREDIT CARD,,
4/14/2019,Transfer from TOTAL CHECKING,Payment Thank You-Mobile,20.0,credit,Credit Card Payment,CREDIT CARD,,
4/10/2019,National Grid,NATIONAL GRID NY UTILITYPAYPPD ID: 9177976003,22.33,debit,Utilities,TOTAL CHECKING,,
4/09/2019,Venmo,VENMO            PAYMENT    1930741440      WEB ID: 3264681992,11.0,debit,Transfer,TOTAL CHECKING,,
4/09/2019,Avenue C Secure,3-AVENUE C SECURE PAY TROY MI04/08,2.55,debit,Uncategorized,TOTAL CHECKING,,
4/08/2019,Pongsri Thai Restaurant Corp,PONGSRI THAI RESTAURAN NEW YORKNY           04/05,10.38,debit,Food & Dining,TOTAL CHECKING,,
4/08/2019,ATM Withdrawal,ATM WITHDRAWAL006530  04/075423 8TH,350.0,debit,Cash & ATM,TOTAL CHECKING,,
4/08/2019,Barclays,BARCLAYS - 745 CAFE NEW YORK NY04/05,7.57,debit,Business Services,TOTAL CHECKING,,
4/08/2019,Barclays,BARCLAYS - 745 CAFE NEW YORK NY04/05,3.59,debit,Business Services,TOTAL CHECKING,,
4/08/2019,Venmo,VENMO            PAYMENT    1927314977      WEB ID: 3264681992,25.0,debit,Transfer,TOTAL CHECKING,,
4/08/2019,Venmo,VENMO            PAYMENT    1926846957      WEB ID: 3264681992,35.0,debit,Transfer,TOTAL CHECKING,,
4/08/2019,Schwab Intermediate Termus Trs Etf,SCHWAB INTERMEDIATE TERMUS TRS ETF,3.1,debit,Investments,Individual ...852,,
4/05/2019,American Heart,AMERICAN HEART,20.0,debit,Charity,CREDIT CARD,,
4/05/2019,NY State Tax,NY STATE         NYSTTAXRFDPPD ID: 1741270001,519.0,credit,State Tax,TOTAL CHECKING,,
4/05/2019,Schwab Intermediate Termus Trs Etf,SCHWAB INTERMEDIATE TERMUS TRS ETF,3.1,credit,Dividend & Cap Gains,Individual ...852,,
4/04/2019,ATM Fee,CHASE 1251 AVENUE OF TH NEW YORK,3.0,debit,ATM Fee,Investor Checking ...125,,
4/04/2019,Chase Avenue Th,CHASE 1251 AVENUE OF TH NEW YORK,40.0,debit,Cash & ATM,Investor Checking ...125,,
4/04/2019,Transfer to CREDIT CARD,Payment to Chase card ending in0411 04/04,19.99,debit,Credit Card Payment,TOTAL CHECKING,,
4/04/2019,Barclays,5BARCLAYS CNRE10707537 BROOKLYNNY           04/03,134.32,debit,Business Services,TOTAL CHECKING,,
4/04/2019,Public House,MCMAHON'S PUBLIC HOUSE 724-2831878 NY        04/03,60.75,debit,Restaurants,TOTAL CHECKING,,
4/04/2019,Barclays,BARCLAYS - 745 CAFE NEW YORK NY04/03,3.16,debit,Business Services,TOTAL CHECKING,,
4/04/2019,Bunn City Ny,SQ *BUNN New York City NY04/03,8.01,debit,Food & Dining,TOTAL CHECKING,,
4/04/2019,Transfer from TOTAL CHECKING,Payment Thank You-Mobile,19.99,credit,Credit Card Payment,CREDIT CARD,,
4/04/2019,Schwab Us Large Cap Value Etf,SCHWAB US LARGE CAP VALUE ETF,554.7,debit,Buy,Individual ...852,,
4/04/2019,Spdr S&p 500 High Dividend Etf,SPDR S&P 500 HIGH DIVIDEND ETF,383.96,debit,Buy,Individual ...852,,
4/03/2019,Account Maintenance Fee,MONTHLY SERVICE FEE,5.0,debit,Bank Fee,CHASE SAVINGS,,
4/03/2019,Bared Monkey Laser Spa Inc,BARED MONKEY LASER SPA NEW YORKNY           04/03,77.75,debit,Home Improvement,TOTAL CHECKING,,
4/03/2019,Venmo,VENMO            PAYMENT    1912066249      WEB ID: 3264681992,35.0,debit,Transfer,TOTAL CHECKING,,
4/02/2019,Rite Aid,RITE AID STORE - 3110 NEW YORK NY    392128  04/02,20.88,debit,Pharmacy,TOTAL CHECKING,,
4/02/2019,Avenue C Secure,3-AVENUE C SECURE PAY TROY MI04/01,2.25,debit,Fast Food,TOTAL CHECKING,,
4/02/2019,Siren,SIREN54913 NEW YORK NY04/01,9.15,debit,Tuition,TOTAL CHECKING,,
4/02/2019,Consolidated Edison,CON ED OF NY     INTELL CKPPD ID: 2462467002,50.98,debit,Utilities,TOTAL CHECKING,,
4/02/2019,Nysc Bay Ridge,NYSC BAY RIDGE,19.99,debit,Gym,CREDIT CARD,,
4/01/2019,Quickpay With Zelle,QuickPay with Zelle payment to RICHARD GEE 8081542748,35.0,debit,Credit Card Payment,TOTAL CHECKING,,
4/01/2019,Chase Ending In,Payment to Chase card ending in9816 04/01,400.0,debit,Credit Card Payment,TOTAL CHECKING,,
3/31/2019,Zibetto Espresso Bnew,"ZIBETTO ESPRESSO BNEW YORK, NY #00000019",16.49,debit,Coffee Shops,Investor Checking ...125,,
3/31/2019,Starbucks,"STARBUCKS STORE 07NEW YORK, NY #00000019",4.95,debit,Coffee Shops,Investor Checking ...125,,
3/31/2019,Barclays,"BARCLAYS - 745 CAFNEW YORK, NY #00000019",3.18,debit,Fast Food,Investor Checking ...125,,
3/31/2019,Rite Aid,RITE AID STORE - 3110 NEW YORK,1.36,debit,Pharmacy,Investor Checking ...125,,
3/31/2019,Barclays,"BARCLAYS - 745 CAFNEW YORK, NY #00000019",10.92,debit,Fast Food,Investor Checking ...125,,
3/31/2019,Food Emporium,FOOD EMPORIUM 1980 NEW YORK,3.24,debit,Groceries,Investor Checking ...125,,
3/30/2019,Cardtronics,Cardtronics CCS 1627 BR NEW YORK,83.0,debit,Financial,Investor Checking ...125,,
3/30/2019,Whole Foods,WHOLEFDS CIR 101 10 COL NEW YORK,14.55,debit,Groceries,Investor Checking ...125,,
3/29/2019,Barclays,"BARCLAYS - 745 CAFNEW YORK, NY #00000019",7.95,debit,Fast Food,Investor Checking ...125,,
3/29/2019,ATM Fee Refund,ATM Fee Rebate,3.0,credit,ATM Fee,Investor Checking ...125,,
3/29/2019,Interest Paid,Interest Paid,0.07,credit,Interest Income,Investor Checking ...125,,
3/29/2019,Barclays,"BARCLAYS - 745 CAFNEW YORK, NY #00000019",2.45,debit,Fast Food,Investor Checking ...125,,
