Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
6/20/2017,Barclays Bank De,BARCLAYS BANK DE DEPOSITPPD ID: 9644520001,0.03,credit,Income,TOTAL CHECKING,,
6/20/2017,Barclays Bank De,BARCLAYS BANK DE TRANSFER   000130003742958 WEB ID: 9644520001,500.0,debit,Transfer,TOTAL CHECKING,,
6/19/2017,Northern Territory,NORTHERN TERRITORY,97.37,debit,Alcohol & Bars,CREDIT CARD,,
6/19/2017,Br Factory Us,BR FACTORY US 4148,23.99,debit,Clothing,CREDIT CARD,,
6/19/2017,T J Maxx,T.J. MAXX # 1197,18.47,debit,Clothing,CREDIT CARD,,
6/19/2017,Br Factory Us,BR FACTORY US 4148,53.48,debit,Clothing,CREDIT CARD,,
6/19/2017,Sushi Seki,SUSHI SEKI,700.0,debit,Restaurants,CREDIT CARD,,
6/19/2017,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 6305199802 from RICHARD GEE,98.0,credit,Transfer,TOTAL CHECKING,,
6/19/2017,Transfer from CREDIT CARD,Chase QuickPay Electronic Transfer 6305610243 from RICHARD GEE,56.19,credit,Transfer,TOTAL CHECKING,,
6/19/2017,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 6305612326 from RICHARD GEE,39.0,credit,Transfer,TOTAL CHECKING,,
6/19/2017,Lyft Ride Sat,LYFT   *RIDE SAT 12AM LYFT.COM CA            06/17,14.7,debit,Movies & DVDs,TOTAL CHECKING,,
6/19/2017,Transfer to CHASE SAVINGS,Payment to Chase card ending in1003,1000.0,debit,Transfer,TOTAL CHECKING,,
6/18/2017,Thank You Mobile,Payment Thank You-Mobile,1000.0,credit,Credit Card Payment,CREDIT CARD,,
6/18/2017,Swappa,PAYPAL *SWAPPA,20.0,debit,Electronics & Software,CREDIT CARD,,
6/18/2017,Coszcal De Allende Restaurant Inc.,COSZCAL DE ALLENDE RESTA,38.54,debit,Food & Dining,CREDIT CARD,,
6/18/2017,Premierbb,PAYPAL *PREMIERBB,579.0,debit,Uncategorized,CREDIT CARD,,
6/18/2017,Posies,POSIES,20.0,debit,Gift,CREDIT CARD,,
6/18/2017,Barclays,RA AT BARCLAYS18213959,2.72,debit,Business Services,CREDIT CARD,,
6/16/2017,Avenue C Market Vending Machine,AVE C MKT 8889790062,2.82,debit,Fast Food,CREDIT CARD,,
6/16/2017,Uniqlo Ny 5th,UNIQLO NY 5TH AVE #31,19.9,debit,Clothing,CREDIT CARD,,
6/16/2017,Barclays,RA AT BARCLAYS18213959,5.93,debit,Business Services,CREDIT CARD,,
6/16/2017,Fsi Coned Bill,FSI*CONED BILL PAYMENT,120.35,debit,Utilities,CREDIT CARD,,
6/16/2017,Chase Quickpay Electronic,Chase QuickPay Electronic Transfer 6300871664 from RICHARD GEE,300.0,credit,Transfer,TOTAL CHECKING,,
6/15/2017,Blue Bottle Coffee,SQ *BLUE BOTTLE COFFEE,7.59,debit,Coffee Shops,CREDIT CARD,,
6/15/2017,Nom Wah Kuai,NOM WAH KUAI,6.42,debit,Restaurants,CREDIT CARD,,
6/15/2017,Barclays,RA AT BARCLAYS18213959,7.12,debit,Business Services,CREDIT CARD,,
6/15/2017,Hagi Restaurant,HAGI RESTAURANT,24.45,debit,Restaurants,CREDIT CARD,,
6/15/2017,Transfer to CHASE COLLEGE,O'SAKE JAPANESE REST. INC,113.1,debit,Transfer,CREDIT CARD,,
6/15/2017,Transfer to CHASE COLLEGE,ALIEXPRESS,7.0,debit,Transfer,CREDIT CARD,,
6/15/2017,Transfer from CHASE COLLEGE,BARCLAYS BK PLC  DIRECT DEPPPD ID: 9111111103,1000.0,credit,Transfer,CHASE SAVINGS,,
