Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
11/08/2019,National Grid,NATIONAL GRID NY UTILITYPAY,24.27,debit,Utilities,TOTAL CHECKING,,
11/08/2019,Forever 21,FOREVER 21 INC,67.69,debit,Clothing,CREDIT CARD,,
11/08/2019,Spotify,Spotify USA,9.99,debit,Music,CREDIT CARD,,
11/08/2019,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,2.87,debit,Investments,Individual ...852,,
11/07/2019,Venmo,VENMO            PAYMENT    2706,40.0,debit,Transfer,TOTAL CHECKING,,
11/07/2019,Venmo,VENMO            PAYMENT    2707,10.0,debit,Transfer,TOTAL CHECKING,,
11/07/2019,PROPER FOOD,PROPER FOOD,1.9,debit,Food & Dining,CREDIT CARD,,
11/07/2019,SCHWAB INTERMEDIATE TERMUS TRS ETF,SCHWAB INTERMEDIATE TERMUS TRS ETF,2.87,credit,Dividend & Cap Gains,Individual ...852,,
11/06/2019,SERVICE FEE REVERSAL,SERVICE FEE REVERSAL,12.0,credit,Reimbursement,TOTAL CHECKING,,
11/05/2019,SCHMACKARY'S HK,SQ *SCHMACKARY'S HK,1.5,debit,Coffee Shops,CREDIT CARD,,
11/05/2019,Vanguard,VANGUARD BUY     INVESTMENT 9615,850.0,debit,Financial,TOTAL CHECKING,,
11/05/2019,MONTHLY SERVICE FEE,MONTHLY SERVICE FEE,12.0,debit,Bank Fee,TOTAL CHECKING,,
11/04/2019,TRADE FAIR #7,TRADE FAIR #7,0.66,debit,Groceries,CREDIT CARD,,
11/04/2019,TST* LEMON S,TST* LEMON S,40.84,debit,Restaurants,CREDIT CARD,,
11/04/2019,Venmo,VENMO            PAYMENT    2686,18.0,debit,Transfer,TOTAL CHECKING,,
11/04/2019,Venmo,VENMO            PAYMENT    2683,6.0,debit,Transfer,TOTAL CHECKING,,
11/04/2019,Venmo,VENMO            PAYMENT    2693,20.0,debit,Transfer,TOTAL CHECKING,,
11/03/2019,STADIUM UAT PARTY,STADIUM UAT PARTY,87.86,debit,Alcohol & Bars,CREDIT CARD,,
11/01/2019,Whole Foods,WHOLEFDS BPK #10578,5.76,debit,Groceries,CREDIT CARD,,
10/31/2019,DEPOSIT ID NUMBER 673992,DEPOSIT  ID NUMBER 673992,1810.54,credit,Rental Income,TOTAL CHECKING,,
10/31/2019,ATM Fee Rebate,ATM Fee Rebate,3.75,credit,ATM Fee,Investor Checking ...125,,
10/31/2019,Interest Paid,Interest Paid,0.02,credit,Interest Income,Investor Checking ...125,,
10/30/2019,Key Food,KEY FOOD 1620,7.92,debit,Groceries,CREDIT CARD,,
10/30/2019,KICOPI 32 INC,KICOPI 32 INC,19.83,debit,Restaurants,CREDIT CARD,,
10/29/2019,Old Navy,OLD NAVY US 5927,11.89,debit,Clothing,CREDIT CARD,,
10/29/2019,CREATIVE 12460010,CREATIVE      12460010,13.3,debit,Rental Car & Taxi,CREDIT CARD,,
10/29/2019,CREATIVE 12460010,CREATIVE      12460010,11.3,debit,Rental Car & Taxi,CREDIT CARD,,
10/29/2019,GAM MEE OK NY,GAM MEE OK NY,139.53,debit,Restaurants,CREDIT CARD,,
10/29/2019,Venmo Cashout Ppd,VENMO            CASHOUT,88.0,credit,Income,TOTAL CHECKING,,
10/29/2019,Venmo,VENMO            PAYMENT    2665,109.0,debit,Transfer,TOTAL CHECKING,,
10/29/2019,MTA,MTA*METROCARD MACHINE,127.0,debit,Public Transportation,CREDIT CARD,,
10/29/2019,TRADE FAIR #7,TRADE FAIR #7,11.37,debit,Groceries,CREDIT CARD,,
10/29/2019,Key Food,KEY FOOD 1620,17.44,debit,Groceries,CREDIT CARD,,
10/29/2019,Hautelookin,PAYPAL *HAUTELOOKIN,141.5,credit,Credit Card Payment,CREDIT CARD,,
10/28/2019,PENDING,PAYPAL *PENDING,9.4,debit,Mortgage & Rent,CREDIT CARD,,
10/28/2019,CARVEL #2707,CARVEL #2707,39.99,debit,Fast Food,CREDIT CARD,,
10/28/2019,United Way,UNITED WE STAND DELI,7.75,debit,Business Services,CREDIT CARD,,
10/28/2019,Lyft,PAYPAL *LYFT RIDE SUN 4AM,10.93,debit,Rental Car & Taxi,CREDIT CARD,,
10/28/2019,Venmo,VENMO            PAYMENT    2662,150.0,debit,Transfer,TOTAL CHECKING,,
10/28/2019,Venmo Cashout Ppd,VENMO            CASHOUT,140.0,credit,Income,TOTAL CHECKING,,
10/28/2019,Spirit Halloween,SPIRIT HALLOWEEN 63957,6.0,debit,Gift,CREDIT CARD,,
10/28/2019,HELLO BEAUTY,HELLO BEAUTY,8.12,debit,Personal Care,CREDIT CARD,,
10/28/2019,CG ROASTERS,SQ *CG ROASTERS,4.0,debit,Coffee Shops,CREDIT CARD,,
10/27/2019,JACKS 40 WEST NYC,JACKS 40 WEST NYC,15.18,debit,Alcohol & Bars,CREDIT CARD,,
10/27/2019,IKINARI STEAK - 5TH AVE,IKINARI STEAK - 5TH AVE,15.23,debit,Restaurants,CREDIT CARD,,
10/27/2019,JOHNNY UTAH'S,JOHNNY UTAH'S,23.1,debit,Alcohol & Bars,CREDIT CARD,,
10/27/2019,NYSC WEST 49 - BROADWAY,NYSC WEST 49 - BROADWAY,19.99,debit,Gym,CREDIT CARD,,
10/25/2019,Vanguard,VANGUARD BUY     INVESTMENT 6916,1000.0,debit,Financial,TOTAL CHECKING,,
10/25/2019,To 342 0 Realty LLC 10/25,Online Payment 8781168109 To 342,1550.0,debit,Mortgage & Rent,TOTAL CHECKING,,
10/23/2019,Key Food,KEY FOOD 1620,22.05,debit,Groceries,CREDIT CARD,,
10/23/2019,Vanguard,VANGUARD         EDI PYMNTS,0.85,debit,Financial,TOTAL CHECKING,,
10/22/2019,Vanguard,VANGUARD BUY     INVESTMENT 6916,2000.0,debit,Financial,TOTAL CHECKING,,
10/22/2019,VANGUARD EDI PYMNTS PPD ID: 9231945930,VANGUARD         EDI PYMNTS,0.03,credit,Transfer,TOTAL CHECKING,,
10/22/2019,VANGUARD EDI PYMNTS PPD ID: 9231945930,VANGUARD         EDI PYMNTS,0.82,credit,Transfer,TOTAL CHECKING,,
10/21/2019,HAUTELOOKIN,PAYPAL *HAUTELOOKIN,141.5,debit,Clothing,CREDIT CARD,,
